"";"spt";"team";"status";"player";"begin";"end";"grade";"location";"opponent";"tG";"tGA";"npG";"pG";"npA";"pA";"ownG";"ylw";"ylwred";"red";"sds"
"1";28;"FC Augsburg";"start";"Dahmen";0;90;2,5;"home";"Bayern München";"1";"3";0;0;0;0;0;0;0;0;FALSE
"2";28;"FC Augsburg";"start";"Matsima";0;90;4;"home";"Bayern München";"1";"3";0;0;0;0;1;0;0;0;FALSE
"3";28;"FC Augsburg";"start";"Gouweleeuw";0;90;3;"home";"Bayern München";"1";"3";0;0;1;0;0;1;0;0;FALSE
"4";28;"FC Augsburg";"start";"Zesiger";0;90;4,5;"home";"Bayern München";"1";"3";0;0;0;0;0;0;1;0;FALSE
"5";28;"FC Augsburg";"start";"M. Wolf";0;81;4;"home";"Bayern München";"1";"3";0;0;0;0;0;0;0;0;FALSE
"6";28;"FC Augsburg";"start";"Jakic";0;90;3,5;"home";"Bayern München";"1";"3";0;0;0;0;0;0;0;0;FALSE
"7";28;"FC Augsburg";"start";"Onyeka";0;81;4;"home";"Bayern München";"1";"3";0;0;0;0;0;0;0;0;FALSE
"8";28;"FC Augsburg";"start";"Giannoulis";0;90;2,5;"home";"Bayern München";"1";"3";1;0;0;0;0;0;0;0;FALSE
"9";28;"FC Augsburg";"start";"F. Jensen";0;61;4,5;"home";"Bayern München";"1";"3";0;0;0;0;0;0;0;0;FALSE
"10";28;"FC Augsburg";"start";"Claude-Maurice";0;61;4,5;"home";"Bayern München";"1";"3";0;0;0;0;0;1;0;0;FALSE
"11";28;"FC Augsburg";"start";"Essende";0;74;4,5;"home";"Bayern München";"1";"3";0;0;0;0;0;0;0;0;FALSE
"12";28;"FC Augsburg";"sub";"K. Schlotterbeck";61;90;4;"home";"Bayern München";"1";"3";0;0;0;0;0;0;0;0;FALSE
"13";28;"FC Augsburg";"sub";"Rexhbecaj";61;90;3,5;"home";"Bayern München";"1";"3";0;0;0;0;0;0;0;0;FALSE
"14";28;"FC Augsburg";"sub";"P. Tietz";74;90;NA;"home";"Bayern München";"1";"3";0;0;0;0;0;0;0;0;FALSE
"15";28;"FC Augsburg";"sub";"M. Berisha";81;90;NA;"home";"Bayern München";"1";"3";0;0;0;0;0;0;0;0;FALSE
"16";28;"FC Augsburg";"sub";"Kömür";81;90;NA;"home";"Bayern München";"1";"3";0;0;0;0;0;0;0;0;FALSE
"17";28;"FC Augsburg";"bench";"Labrovic";NA;NA;NA;"home";"Bayern München";"1";"3";0;0;0;0;0;0;0;0;FALSE
"18";28;"FC Augsburg";"bench";"Banks";NA;NA;NA;"home";"Bayern München";"1";"3";0;0;0;0;0;0;0;0;FALSE
"19";28;"FC Augsburg";"bench";"Koudossou";NA;NA;NA;"home";"Bayern München";"1";"3";0;0;0;0;0;0;0;0;FALSE
"20";28;"FC Augsburg";"bench";"Maier";NA;NA;NA;"home";"Bayern München";"1";"3";0;0;0;0;0;0;0;0;FALSE
"21";28;"Bayern München";"start";"Urbig";0;90;3;"away";"FC Augsburg";"3";"1";0;0;0;0;0;0;0;0;FALSE
"22";28;"Bayern München";"start";"Laimer";0;90;5;"away";"FC Augsburg";"3";"1";0;0;0;0;0;0;0;0;FALSE
"23";28;"Bayern München";"start";"Dier";0;90;3;"away";"FC Augsburg";"3";"1";0;0;0;0;0;0;0;0;FALSE
"24";28;"Bayern München";"start";"M.-J. Kim";0;90;3,5;"away";"FC Augsburg";"3";"1";0;0;0;0;0;0;0;0;FALSE
"25";28;"Bayern München";"start";"Stanisic";0;90;3,5;"away";"FC Augsburg";"3";"1";0;0;0;0;0;0;0;0;FALSE
"26";28;"Bayern München";"start";"Kimmich";0;90;2,5;"away";"FC Augsburg";"3";"1";0;0;0;0;0;0;0;0;FALSE
"27";28;"Bayern München";"start";"Joao Palhinha";0;90;3,5;"away";"FC Augsburg";"3";"1";0;0;0;0;0;0;0;0;FALSE
"28";28;"Bayern München";"start";"Olise";0;67;2,5;"away";"FC Augsburg";"3";"1";0;0;1;0;0;0;0;0;FALSE
"29";28;"Bayern München";"start";"Musiala";0;54;3;"away";"FC Augsburg";"3";"1";1;0;0;0;0;0;0;0;FALSE
"30";28;"Bayern München";"start";"L. Sané";0;90;2;"away";"FC Augsburg";"3";"1";0;0;2;0;0;0;0;0;TRUE
"31";28;"Bayern München";"start";"Kane";0;90;3;"away";"FC Augsburg";"3";"1";1;0;0;0;0;0;0;0;FALSE
"32";28;"Bayern München";"sub";"T. Müller";54;90;4;"away";"FC Augsburg";"3";"1";0;0;0;0;0;0;0;0;FALSE
"33";28;"Bayern München";"sub";"Gnabry";67;90;NA;"away";"FC Augsburg";"3";"1";0;0;0;0;0;0;0;0;FALSE
"34";28;"Bayern München";"sub";"Vidovic";90;90;NA;"away";"FC Augsburg";"3";"1";0;0;0;0;0;0;0;0;FALSE
"35";28;"Bayern München";"sub";"Guerreiro";90;90;NA;"away";"FC Augsburg";"3";"1";0;0;0;0;0;0;0;0;FALSE
