"";"spt";"team";"status";"player";"begin";"end";"grade";"location";"opponent";"tG";"tGA";"npG";"pG";"npA";"pA";"ownG";"ylw";"ylwred";"red";"sds"
"1";32;"1. FC Heidenheim";"start";"Ke. Müller";0;60;2;"home";"VfL Bochum";"0";"0";0;0;0;0;0;0;0;0;FALSE
"2";32;"1. FC Heidenheim";"start";"P. Mainka";0;90;2,5;"home";"VfL Bochum";"0";"0";0;0;0;0;0;0;0;0;FALSE
"3";32;"1. FC Heidenheim";"start";"Gimber";0;90;2,5;"home";"VfL Bochum";"0";"0";0;0;0;0;0;0;0;0;FALSE
"4";32;"1. FC Heidenheim";"start";"Siersleben";0;90;3;"home";"VfL Bochum";"0";"0";0;0;0;0;0;0;0;0;FALSE
"5";32;"1. FC Heidenheim";"start";"Traoré";0;90;3,5;"home";"VfL Bochum";"0";"0";0;0;0;0;0;0;0;0;FALSE
"6";32;"1. FC Heidenheim";"start";"Busch";0;90;3;"home";"VfL Bochum";"0";"0";0;0;0;0;0;0;0;0;FALSE
"7";32;"1. FC Heidenheim";"start";"Schöppner";0;80;3,5;"home";"VfL Bochum";"0";"0";0;0;0;0;0;0;0;0;FALSE
"8";32;"1. FC Heidenheim";"start";"Krätzig";0;90;2;"home";"VfL Bochum";"0";"0";0;0;0;0;0;0;0;0;FALSE
"9";32;"1. FC Heidenheim";"start";"Beck";0;90;3;"home";"VfL Bochum";"0";"0";0;0;0;0;0;0;0;0;FALSE
"10";32;"1. FC Heidenheim";"start";"Scienza";0;29;4,5;"home";"VfL Bochum";"0";"0";0;0;0;0;0;0;0;0;FALSE
"11";32;"1. FC Heidenheim";"start";"Pieringer";0;80;3,5;"home";"VfL Bochum";"0";"0";0;0;0;0;0;0;0;0;FALSE
"12";32;"1. FC Heidenheim";"sub";"S. Conteh";29;80;4,5;"home";"VfL Bochum";"0";"0";0;0;0;0;0;0;0;0;FALSE
"13";32;"1. FC Heidenheim";"sub";"Feller";60;90;2;"home";"VfL Bochum";"0";"0";0;0;0;0;0;0;0;0;FALSE
"14";32;"1. FC Heidenheim";"sub";"Honsak";80;90;NA;"home";"VfL Bochum";"0";"0";0;0;0;0;0;0;0;0;FALSE
"15";32;"1. FC Heidenheim";"sub";"Zivzivadze";80;90;NA;"home";"VfL Bochum";"0";"0";0;0;0;0;0;0;0;0;FALSE
"16";32;"1. FC Heidenheim";"sub";"Niehues";80;90;NA;"home";"VfL Bochum";"0";"0";0;0;0;0;0;0;0;0;FALSE
"17";32;"1. FC Heidenheim";"bench";"Föhrenbach";NA;NA;NA;"home";"VfL Bochum";"0";"0";0;0;0;0;0;0;0;0;FALSE
"18";32;"1. FC Heidenheim";"bench";"Keller";NA;NA;NA;"home";"VfL Bochum";"0";"0";0;0;0;0;0;0;0;0;FALSE
"19";32;"1. FC Heidenheim";"bench";"Kerber";NA;NA;NA;"home";"VfL Bochum";"0";"0";0;0;0;0;0;0;0;0;FALSE
"20";32;"1. FC Heidenheim";"bench";"Wanner";NA;NA;NA;"home";"VfL Bochum";"0";"0";0;0;0;0;0;0;0;0;FALSE
"21";32;"VfL Bochum";"start";"T. Horn";0;90;2;"away";"1. FC Heidenheim";"0";"0";0;0;0;0;0;0;0;0;TRUE
"22";32;"VfL Bochum";"start";"Oermann";0;90;3;"away";"1. FC Heidenheim";"0";"0";0;0;0;0;0;0;0;0;FALSE
"23";32;"VfL Bochum";"start";"Ordets";0;90;3;"away";"1. FC Heidenheim";"0";"0";0;0;0;0;0;0;0;0;FALSE
"24";32;"VfL Bochum";"start";"Bernardo";0;90;2;"away";"1. FC Heidenheim";"0";"0";0;0;0;0;0;0;0;0;FALSE
"25";32;"VfL Bochum";"start";"Passlack";0;79;4,5;"away";"1. FC Heidenheim";"0";"0";0;0;0;0;0;0;0;0;FALSE
"26";32;"VfL Bochum";"start";"Krauß";0;90;3;"away";"1. FC Heidenheim";"0";"0";0;0;0;0;0;0;0;0;FALSE
"27";32;"VfL Bochum";"start";"Sissoko";0;90;3;"away";"1. FC Heidenheim";"0";"0";0;0;0;0;0;0;0;0;FALSE
"28";32;"VfL Bochum";"start";"Wittek";0;90;4,5;"away";"1. FC Heidenheim";"0";"0";0;0;0;0;0;0;0;0;FALSE
"29";32;"VfL Bochum";"start";"Bero";0;90;3,5;"away";"1. FC Heidenheim";"0";"0";0;0;0;0;0;0;0;0;FALSE
"30";32;"VfL Bochum";"start";"P. Hofmann";0;10;NA;"away";"1. FC Heidenheim";"0";"0";0;0;0;0;0;0;0;0;FALSE
"31";32;"VfL Bochum";"start";"Masouras";0;79;3,5;"away";"1. FC Heidenheim";"0";"0";0;0;0;0;0;1;0;0;FALSE
"32";32;"VfL Bochum";"sub";"Boadu";10;90;3,5;"away";"1. FC Heidenheim";"0";"0";0;0;0;0;0;0;0;0;FALSE
"33";32;"VfL Bochum";"sub";"Holtmann";79;90;NA;"away";"1. FC Heidenheim";"0";"0";0;0;0;0;0;0;0;0;FALSE
"34";32;"VfL Bochum";"sub";"Broschinski";79;90;NA;"away";"1. FC Heidenheim";"0";"0";0;0;0;0;0;0;0;0;FALSE
"35";32;"VfL Bochum";"sub";"Medic";90;90;NA;"away";"1. FC Heidenheim";"0";"0";0;0;0;0;0;0;0;0;FALSE
"36";32;"VfL Bochum";"sub";"D. de Wit";90;90;NA;"away";"1. FC Heidenheim";"0";"0";0;0;0;0;0;0;0;0;FALSE
"37";32;"VfL Bochum";"bench";"Drewes";NA;NA;NA;"away";"1. FC Heidenheim";"0";"0";0;0;0;0;0;0;0;0;FALSE
"38";32;"VfL Bochum";"bench";"Masovic";NA;NA;NA;"away";"1. FC Heidenheim";"0";"0";0;0;0;0;0;0;0;0;FALSE
"39";32;"VfL Bochum";"bench";"Losilla";NA;NA;NA;"away";"1. FC Heidenheim";"0";"0";0;0;0;0;0;0;0;0;FALSE
"40";32;"VfL Bochum";"bench";"Pannewig";NA;NA;NA;"away";"1. FC Heidenheim";"0";"0";0;0;0;0;0;0;0;0;FALSE
"41";32;"RB Leipzig";"start";"Vandevoordt";0;90;3,5;"home";"Bayern München";"3";"3";0;0;0;0;0;0;0;0;FALSE
"42";32;"RB Leipzig";"start";"Nedeljkovic";0;86;4,5;"home";"Bayern München";"3";"3";0;0;0;0;0;0;0;0;FALSE
"43";32;"RB Leipzig";"start";"Klostermann";0;90;2,5;"home";"Bayern München";"3";"3";1;0;0;0;0;0;0;0;FALSE
"44";32;"RB Leipzig";"start";"Lukeba";0;90;3,5;"home";"Bayern München";"3";"3";0;0;0;0;0;0;0;0;FALSE
"45";32;"RB Leipzig";"start";"Raum";0;90;3,5;"home";"Bayern München";"3";"3";0;0;1;0;0;1;0;0;FALSE
"46";32;"RB Leipzig";"start";"Seiwald";0;90;4;"home";"Bayern München";"3";"3";0;0;0;0;0;0;0;0;FALSE
"47";32;"RB Leipzig";"start";"A. Haidara";0;69;4;"home";"Bayern München";"3";"3";0;0;0;0;0;0;0;0;FALSE
"48";32;"RB Leipzig";"start";"Kampl";0;78;3,5;"home";"Bayern München";"3";"3";0;0;0;0;0;1;0;0;FALSE
"49";32;"RB Leipzig";"start";"Xavi";0;90;3;"home";"Bayern München";"3";"3";0;0;2;0;0;0;0;0;FALSE
"50";32;"RB Leipzig";"start";"Sesko";0;69;2,5;"home";"Bayern München";"3";"3";1;0;0;0;0;0;0;0;FALSE
"51";32;"RB Leipzig";"start";"Openda";0;86;4;"home";"Bayern München";"3";"3";0;0;0;0;0;0;0;0;FALSE
"52";32;"RB Leipzig";"sub";"Poulsen";69;90;NA;"home";"Bayern München";"3";"3";1;0;0;0;0;0;0;0;FALSE
"53";32;"RB Leipzig";"sub";"Vermeeren";69;90;NA;"home";"Bayern München";"3";"3";0;0;0;0;0;1;0;0;FALSE
"54";32;"RB Leipzig";"sub";"R. Baku";78;90;NA;"home";"Bayern München";"3";"3";0;0;0;0;0;0;0;0;FALSE
"55";32;"RB Leipzig";"sub";"Geertruida";86;90;NA;"home";"Bayern München";"3";"3";0;0;0;0;0;0;0;0;FALSE
"56";32;"RB Leipzig";"sub";"Nusa";86;90;NA;"home";"Bayern München";"3";"3";0;0;0;0;0;0;0;0;FALSE
"57";32;"RB Leipzig";"bench";"Zingerle";NA;NA;NA;"home";"Bayern München";"3";"3";0;0;0;0;0;0;0;0;FALSE
"58";32;"RB Leipzig";"bench";"Norbye";NA;NA;NA;"home";"Bayern München";"3";"3";0;0;0;0;0;0;0;0;FALSE
"59";32;"RB Leipzig";"bench";"Baumgartner";NA;NA;NA;"home";"Bayern München";"3";"3";0;0;0;0;0;0;0;0;FALSE
"60";32;"RB Leipzig";"bench";"Gomis";NA;NA;NA;"home";"Bayern München";"3";"3";0;0;0;0;0;0;0;0;FALSE
"61";32;"Bayern München";"start";"Urbig";0;90;4;"away";"RB Leipzig";"3";"3";0;0;0;0;0;0;0;0;FALSE
"62";32;"Bayern München";"start";"Boey";0;61;4;"away";"RB Leipzig";"3";"3";0;0;0;0;0;0;0;0;FALSE
"63";32;"Bayern München";"start";"Dier";0;90;3;"away";"RB Leipzig";"3";"3";1;0;0;0;0;1;0;0;FALSE
"64";32;"Bayern München";"start";"Stanisic";0;90;3;"away";"RB Leipzig";"3";"3";0;0;0;0;0;0;0;0;FALSE
"65";32;"Bayern München";"start";"Laimer";0;90;3,5;"away";"RB Leipzig";"3";"3";0;0;0;0;0;0;0;0;FALSE
"66";32;"Bayern München";"start";"Kimmich";0;90;3;"away";"RB Leipzig";"3";"3";0;0;1;0;0;0;0;0;FALSE
"67";32;"Bayern München";"start";"Pavlovic";0;90;3,5;"away";"RB Leipzig";"3";"3";0;0;0;0;0;0;0;0;FALSE
"68";32;"Bayern München";"start";"Olise";0;90;2,5;"away";"RB Leipzig";"3";"3";1;0;1;0;0;0;0;0;TRUE
"69";32;"Bayern München";"start";"L. Sané";0;90;2,5;"away";"RB Leipzig";"3";"3";1;0;0;0;0;0;0;0;FALSE
"70";32;"Bayern München";"start";"Gnabry";0;88;3;"away";"RB Leipzig";"3";"3";0;0;1;0;0;0;0;0;FALSE
"71";32;"Bayern München";"start";"T. Müller";0;61;4,5;"away";"RB Leipzig";"3";"3";0;0;0;0;0;0;0;0;FALSE
"72";32;"Bayern München";"sub";"Coman";61;90;4;"away";"RB Leipzig";"3";"3";0;0;0;0;0;0;0;0;FALSE
"73";32;"Bayern München";"sub";"Goretzka";61;90;4;"away";"RB Leipzig";"3";"3";0;0;0;0;0;0;0;0;FALSE
"74";32;"Bayern München";"sub";"Joao Palhinha";88;90;NA;"away";"RB Leipzig";"3";"3";0;0;0;0;0;0;0;0;FALSE
"75";32;"Bayern München";"bench";"Neuer";NA;NA;NA;"away";"RB Leipzig";"3";"3";0;0;0;0;0;0;0;0;FALSE
"76";32;"Bayern München";"bench";"Peretz";NA;NA;NA;"away";"RB Leipzig";"3";"3";0;0;0;0;0;0;0;0;FALSE
"77";32;"Bayern München";"bench";"Karl";NA;NA;NA;"away";"RB Leipzig";"3";"3";0;0;0;0;0;0;0;0;FALSE
"78";32;"Bayern München";"bench";"Kusi-Asare";NA;NA;NA;"away";"RB Leipzig";"3";"3";0;0;0;0;0;0;0;0;FALSE
"79";32;"Bayern München";"bench";"Vidovic";NA;NA;NA;"away";"RB Leipzig";"3";"3";0;0;0;0;0;0;0;0;FALSE
"80";32;"Bor. Mönchengladbach";"start";"Omlin";0;90;3,5;"home";"TSG Hoffenheim";"4";"4";0;0;0;0;0;0;0;0;FALSE
"81";32;"Bor. Mönchengladbach";"start";"Scally";0;90;5;"home";"TSG Hoffenheim";"4";"4";0;0;0;0;0;0;0;0;FALSE
"82";32;"Bor. Mönchengladbach";"start";"Itakura";0;90;4;"home";"TSG Hoffenheim";"4";"4";0;0;0;0;0;0;0;0;FALSE
"83";32;"Bor. Mönchengladbach";"start";"Chiarodia";0;78;3;"home";"TSG Hoffenheim";"4";"4";1;0;0;0;0;0;0;0;FALSE
"84";32;"Bor. Mönchengladbach";"start";"Ullrich";0;82;4;"home";"TSG Hoffenheim";"4";"4";0;0;0;0;0;0;0;0;FALSE
"85";32;"Bor. Mönchengladbach";"start";"Reitz";0;90;3,5;"home";"TSG Hoffenheim";"4";"4";1;0;0;0;0;0;0;0;FALSE
"86";32;"Bor. Mönchengladbach";"start";"Weigl";0;82;5;"home";"TSG Hoffenheim";"4";"4";0;0;0;0;0;0;0;0;FALSE
"87";32;"Bor. Mönchengladbach";"start";"Honorat";0;70;2;"home";"TSG Hoffenheim";"4";"4";1;0;1;0;0;0;0;0;FALSE
"88";32;"Bor. Mönchengladbach";"start";"Stöger";0;82;5;"home";"TSG Hoffenheim";"4";"4";0;0;0;0;0;0;0;0;FALSE
"89";32;"Bor. Mönchengladbach";"start";"Hack";0;90;4;"home";"TSG Hoffenheim";"4";"4";0;0;1;0;0;0;0;0;FALSE
"90";32;"Bor. Mönchengladbach";"start";"Kleindienst";0;90;4;"home";"TSG Hoffenheim";"4";"4";1;0;1;0;0;0;0;0;FALSE
"91";32;"Bor. Mönchengladbach";"sub";"Cvancara";70;90;NA;"home";"TSG Hoffenheim";"4";"4";0;0;0;0;0;0;0;0;FALSE
"92";32;"Bor. Mönchengladbach";"sub";"Lainer";78;90;NA;"home";"TSG Hoffenheim";"4";"4";0;0;0;0;0;0;0;0;FALSE
