"","player","team","type","MW","nation","position","age","born","starts","starts_graded","subs","subs_graded","benchs","mins","mins_mean","nineties","grade_mean","tG","tGA","npG","npxG","npG_perf","npG_perf_rel","p_att","pG","p_miss","npA","pA","xAG","A_perf","A_perf_rel","npG_A","npG_A_perf","npG_A_perf_rel","npG_p90","npxG_p90","npG_perf_p90","npG_perf_rel_p90","A_p90","xAG_p90","A_perf_p90","A_perf_rel_p90","npG_A_p90","npxG_xAG_p90","npG_A_perf_p90","npG_A_perf_rel_p90","ownG","ylw","ylwred","red","sds","status_pts","grade_pts","npG_pts","pG_pts","npA_pts","pA_pts","ylwred_pts","red_pts","sds_pts","clean_sheet_pts","points","name_fbref","url_fbref"
"237","Kaboré","Werder Bremen","Abwehr",1.6,"BFA","DF,FW","23",2001,3,3,6,1,3,306,34,3.4,"3.50",15,28,0,0.7,-0.7,"0.00",0,0,0,0,1,0.8,-0.8,"0.00",0,-1.5,"0.00",0,0.2,-0.2,"0.00",0,0.25,-0.25,"0.00",0,0.45,-0.45,"0.00",0,0,0,0,0,24,0,0,0,0,2,0,0,0,0,26,"Issa Kaboré","https://fbref.com/en/players/c066d1a5/Issa-Kabore"
"238","Kaderabek","TSG Hoffenheim","Abwehr",2.2,"CZE","DF","32",1992,18,18,6,3,4,1577,66,17.5,"3.83",36,60,2,0.8,1.2,"2.50",0,0,0,0,0,2,-2,"0.00",2,-0.7,"0.74",0.11,0.04,0.07,"2.75",0,0.11,-0.11,"0.00",0.11,0.16,-0.05,"0.69",0,6,0,0,0,84,-28,10,0,0,0,0,0,0,0,66,"Pavel Kadeřábek","https://fbref.com/en/players/79c90e45/Pavel-Kaderabek"
"239","Kaminski","VfL Wolfsburg","Mittelfeld",1.6,"POL","DF,MF","22",2002,12,12,10,3,9,1124,51,12.6,"3.80",51,49,0,0.9,-0.9,"0.00",0,0,0,2,1,3.3,-1.3,"0.61",2,-2.2,"0.48",0,0.07,-0.07,"0.00",0.16,0.26,-0.1,"0.62",0.16,0.34,-0.18,"0.47",1,2,0,0,0,68,-18,0,0,4,2,0,0,0,0,56,"Jakub Kamiński","https://fbref.com/en/players/202b3b68/Jakub-Kaminski"
"240","Kampl","RB Leipzig","Mittelfeld",1.8,"SVN","MF","33",1990,18,18,8,4,2,1596,61,17.7,"3.48",47,46,1,0.8,0.2,"1.25",0,0,0,0,0,1.4,-1.4,"0.00",1,-1.2,"0.45",0.06,0.05,0.01,"1.20",0,0.08,-0.08,"0.00",0.06,0.13,-0.07,"0.46",0,5,0,0,0,88,2,4,0,0,0,0,0,0,0,94,"Kevin Kampl","https://fbref.com/en/players/b825a650/Kevin-Kampl"
"241","Kane","Bayern München","Sturm",8.5,"ENG","FW","31",1993,28,28,3,3,0,2390,77,26.5,"2.71",91,25,17,13.3,3.7,"1.28",9,9,0,10,2,5.3,3.7,"1.70",26,7.4,"1.40",0.64,0.5,0.14,"1.28",0.34,0.2,0.14,"1.70",0.98,0.7,0.28,"1.40",0,5,0,0,9,118,98,51,27,20,4,0,0,27,0,345,"Harry Kane","https://fbref.com/en/players/21a66f6a/Harry-Kane"
"242","Karazor","VfB Stuttgart","Mittelfeld",3,"","MF","27",1996,31,31,1,0,0,2654,83,29.1,"3.40",63,50,2,2,0,"1.00",0,0,0,4,0,2.6,1.4,"1.54",6,1.4,"1.30",0.07,0.07,0,"1.00",0.14,0.09,0.05,"1.56",0.21,0.16,0.05,"1.31",0,9,1,0,0,126,12,8,0,8,0,-3,0,0,0,151,"Atakan Karazor","https://fbref.com/en/players/5762be5c/Atakan-Karazor"
"243","Karl","Bayern München",NA,NA,NA,NA,NA,NA,0,0,0,0,3,0,NA,NA,"NaN",10,4,0,NA,NA,"NA",NA,0,NA,0,0,NA,NA,"NA",NA,NA,"NA",NA,NA,NA,"NA",NA,NA,NA,"NA",NA,NA,NA,"NA",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA
"244","Kaua Santos","Eintracht Frankfurt","Tor",0.5,"BRA","GK","21",2003,8,8,1,1,20,764,85,8.5,"3.06",58,42,0,0,0,"NaN",0,0,0,0,0,0,0,"NaN",0,0,"NaN",0,0,0,"NaN",0,0,0,"NaN",0,0,0,"NaN",1,0,0,0,1,34,16,0,0,0,0,0,0,3,6,59,"Kauã Santos","https://fbref.com/en/players/c7c50cb5/Kaua-Santos"
"245","Kaufmann","1. FC Heidenheim","Sturm",1.5,"DEN","FW","23",2001,3,3,6,3,4,368,41,4.1,"4.25",15,26,0,0.5,-0.5,"0.00",0,0,0,0,1,0.1,-0.1,"0.00",0,-0.6,"0.00",0,0.13,-0.13,"0.00",0,0.03,-0.03,"0.00",0,0.15,-0.15,"0.00",0,2,0,0,0,24,-18,0,0,0,2,0,0,0,0,8,"Mikkel Kaufmann","https://fbref.com/en/players/6e269dd3/Mikkel-Kaufmann"
"246","Ke. Müller","1. FC Heidenheim","Tor",3.4,"GER","GK","33",1991,33,33,0,0,0,2940,89,32.7,"3.20",34,64,0,0,0,"NaN",0,0,0,0,0,0,0,"NaN",0,0,"NaN",0,0,0,"NaN",0,0,0,"NaN",0,0,0,"NaN",0,0,0,0,1,132,40,0,0,0,0,0,0,3,14,189,"Kevin Müller","https://fbref.com/en/players/f256f213/Kevin-Muller"
"247","Keitel","VfB Stuttgart","Mittelfeld",2,"GER","MF","24",2000,2,2,9,0,18,264,24,3,"3.25",50,46,0,0.5,-0.5,"0.00",0,0,0,0,0,0,0,"NaN",0,-0.6,"0.00",0,0.18,-0.18,"0.00",0,0.01,-0.01,"0.00",0,0.19,-0.19,"0.00",0,1,0,0,0,26,2,0,0,0,0,0,0,0,0,28,"Yannik Keitel","https://fbref.com/en/players/d2c580ce/Yannik-Keitel"
"248","Kelati","Holstein Kiel","Mittelfeld",0.7,"GER","MF,DF","21",2002,2,2,6,3,7,294,37,3.2,"4.30",28,35,1,0.9,0.1,"1.11",0,0,0,1,0,0.8,0.2,"1.25",2,0.3,"1.18",0.31,0.27,0.04,"1.15",0.31,0.26,0.05,"1.19",0.62,0.53,0.09,"1.17",0,0,1,0,0,20,-16,4,0,2,0,-3,0,0,0,7,"Andu Kelati","https://fbref.com/en/players/58391f96/Andu-Kelati"
"249","Keller","1. FC Heidenheim","Abwehr",0.5,"GER","DF,MF","24",1999,2,2,4,0,14,145,24,1.6,"4.25",20,37,0,0,0,"NaN",0,0,0,0,0,0,0,"NaN",0,0,"NaN",0,0.01,-0.01,"0.00",0,0,0,"NaN",0,0.01,-0.01,"0.00",0,2,0,0,0,16,-6,0,0,0,0,0,0,0,0,10,"Thomas Keller","https://fbref.com/en/players/285c7011/Thomas-Keller"
"250","Kemlein","1. FC Union Berlin","Mittelfeld",1.5,"GER","MF","19",2004,11,11,4,0,4,926,62,10.2,"3.59",16,27,1,0.9,0.1,"1.11",0,0,0,0,0,0.6,-0.6,"0.00",1,-0.5,"0.67",0.1,0.09,0.01,"1.11",0,0.06,-0.06,"0.00",0.1,0.15,-0.05,"0.67",0,3,0,0,0,52,-4,4,0,0,0,0,0,0,0,52,"Aljoscha Kemlein","https://fbref.com/en/players/4658e309/Aljoscha-Kemlein"
"251","Kerber","1. FC Heidenheim","Mittelfeld",1,"GER","MF,DF","22",2002,7,7,16,4,9,774,34,8.7,"4.05",37,57,2,0.6,1.4,"3.33",0,0,0,0,0,0.7,-0.7,"0.00",2,0.7,"1.54",0.23,0.07,0.16,"3.29",0,0.08,-0.08,"0.00",0.23,0.15,0.08,"1.53",0,4,0,0,0,60,-24,8,0,0,0,0,0,0,0,44,"Luca Kerber","https://fbref.com/en/players/c107935c/Luca-Kerber"
"252","Kimmich","Bayern München","Abwehr",5,"GER","MF","29",1995,32,32,1,0,0,2847,86,31.6,"2.72",96,31,3,1.8,1.2,"1.67",0,0,0,7,0,7.4,-0.4,"0.95",10,0.800000000000001,"1.09",0.09,0.06,0.03,"1.50",0.22,0.24,-0.02,"0.92",0.32,0.29,0.03,"1.10",0,4,0,0,1,130,100,15,0,14,0,0,0,3,0,262,"Joshua Kimmich","https://fbref.com/en/players/49296448/Joshua-Kimmich"
"253","Klaus","1. FC Union Berlin","Tor",0.8,NA,NA,NA,NA,0,0,0,0,8,0,NA,NA,"NaN",8,15,0,NA,NA,"NA",NA,0,NA,0,0,NA,NA,"NA",NA,NA,"NA",NA,NA,NA,"NA",NA,NA,NA,"NA",NA,NA,NA,"NA",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA
"254","Klein","FC Augsburg","Tor",0.5,NA,NA,NA,NA,0,0,0,0,5,0,NA,NA,"NaN",5,15,0,NA,NA,"NA",NA,0,NA,0,0,NA,NA,"NA",NA,NA,"NA",NA,NA,NA,"NA",NA,NA,NA,"NA",NA,NA,NA,"NA",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA
"255","Kleindienst","Bor. Mönchengladbach","Sturm",3.8,"GER","FW","28",1995,31,31,0,0,0,2744,89,30.4,"3.45",53,51,15,11.9,3.1,"1.26",2,1,1,7,2,6.2,0.8,"1.13",22,4,"1.22",0.49,0.39,0.1,"1.26",0.23,0.2,0.03,"1.15",0.72,0.59,0.13,"1.22",0,3,1,0,3,124,6,45,3,14,4,-3,0,9,0,202,"Tim Kleindienst","https://fbref.com/en/players/258a6f4d/Tim-Kleindienst"
"256","Klostermann","RB Leipzig","Abwehr",2,"GER","DF","28",1996,20,20,8,1,3,1835,66,20.4,"3.62",50,40,1,0.3,0.7,"3.33",0,0,0,0,0,0.1,-0.1,"0.00",1,0.6,"2.50",0.05,0.02,0.03,"2.50",0,0.01,-0.01,"0.00",0.05,0.02,0.03,"2.50",0,5,0,0,0,96,-10,5,0,0,0,0,0,0,0,91,"Lukas Klostermann","https://fbref.com/en/players/ca8033cb/Lukas-Klostermann"
"257","Knauff","Eintracht Frankfurt","Mittelfeld",2,"GER","MF,DF","22",2002,18,17,12,4,1,1600,53,17.7,"3.57",64,42,4,4.9,-0.9,"0.82",0,0,0,6,0,5.2,-0.2,"0.96",9,-1,"0.90",0.23,0.28,-0.05,"0.82",0.28,0.29,-0.00999999999999995,"0.97",0.51,0.57,-0.0599999999999999,"0.89",0,3,0,0,1,96,-6,16,0,12,0,0,0,3,0,121,"Ansgar Knauff","https://fbref.com/en/players/19a967ab/Ansgar-Knauff"
"258","Knudsen","Holstein Kiel","Mittelfeld",1.5,"NOR","MF","23",2001,22,22,9,3,2,1853,60,20.6,"4.04",49,77,0,0.7,-0.7,"0.00",0,0,0,1,0,1.3,-0.3,"0.77",1,-1,"0.50",0,0.03,-0.03,"0.00",0.05,0.06,-0.01,"0.83",0.05,0.1,-0.05,"0.50",0,7,0,0,0,106,-54,0,0,2,0,0,0,0,0,54,"Magnus Knudsen","https://fbref.com/en/players/a48fb0c7/Magnus-Knudsen"
"259","Kobel","Borussia Dortmund","Tor",4.2,"SUI","GK","26",1997,32,32,0,0,0,2880,90,32,"2.97",68,47,0,0,0,"NaN",0,0,0,0,0,0,0,"NaN",0,0,"NaN",0,0,0,"NaN",0,0,0,"NaN",0,0,0,"NaN",0,1,0,0,1,128,68,0,0,0,0,0,0,3,14,213,"Gregor Kobel","https://fbref.com/en/players/cd59b9df/Gregor-Kobel"
"260","Kohr","1. FSV Mainz 05","Abwehr",2,"GER","DF,MF","30",1994,28,27,0,0,0,2352,84,25.5,"3.31",45,33,2,1.6,0.4,"1.25",0,0,0,0,0,0.6,-0.6,"0.00",2,-0.1,"0.95",0.08,0.06,0.02,"1.33",0,0.02,-0.02,"0.00",0.08,0.08,0,"1.00",0,11,0,1,1,112,20,10,0,0,0,0,-6,3,0,139,"Dominik Kohr","https://fbref.com/en/players/0fbecd11/Dominik-Kohr"
"261","Kolke","Werder Bremen","Tor",0.5,NA,NA,NA,NA,0,0,0,0,1,0,NA,NA,"NaN",0,1,0,NA,NA,"NA",NA,0,NA,0,0,NA,NA,"NA",NA,NA,"NA",NA,NA,NA,"NA",NA,NA,NA,"NA",NA,NA,NA,"NA",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA
"262","Komenda","Holstein Kiel","Abwehr",1.2,"CRO","DF","27",1996,17,16,2,0,6,1312,69,14.5,"4.03",36,57,0,0.1,-0.1,"0.00",0,0,0,0,0,0.8,-0.8,"0.00",0,-0.9,"0.00",0,0.01,-0.01,"0.00",0,0.06,-0.06,"0.00",0,0.06,-0.06,"0.00",0,3,0,0,0,72,-34,0,0,0,0,0,0,0,0,38,"Marco Komenda","https://fbref.com/en/players/e7efcdb8/Marco-Komenda"
"263","Koscierski","VfL Bochum",NA,NA,"GER","DF","17",2007,0,0,1,0,0,6,6,0.1,"NaN",2,0,0,0,0,"NaN",0,0,0,0,0,0,0,"NaN",0,0,"NaN",0,0,0,"NaN",0,0,0,"NaN",0,0,0,"NaN",0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,2,"Kacper Koscierski","https://fbref.com/en/players/68dca6f9/Kacper-Koscierski"
"264","Kossounou","Bayer 04 Leverkusen",NA,NA,NA,NA,NA,NA,0,0,0,0,1,0,NA,NA,"NaN",3,2,0,NA,NA,"NA",NA,0,NA,0,0,NA,NA,"NA",NA,NA,"NA",NA,NA,NA,"NA",NA,NA,NA,"NA",NA,NA,NA,"NA",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA
"265","Koudossou","FC Augsburg","Mittelfeld",1.2,"GER","DF","24",1999,4,4,17,7,5,735,35,8.3,"3.91",25,47,0,0.1,-0.1,"0.00",0,0,0,0,0,0.8,-0.8,"0.00",0,-0.9,"0.00",0,0.01,-0.01,"0.00",0,0.09,-0.09,"0.00",0,0.1,-0.1,"0.00",0,1,0,0,0,50,-18,0,0,0,0,0,0,0,0,32,"Henri Koudossou","https://fbref.com/en/players/2b9745cb/Henri-Koudossou"
"266","Koulierakis","VfL Wolfsburg","Abwehr",2,"GRE","DF","20",2003,28,28,2,1,1,2470,82,27.4,"3.45",52,50,0,1,-1,"0.00",0,0,0,2,0,1,1,"2.00",2,0.1,"1.05",0,0.03,-0.03,"0.00",0.07,0.04,0.03,"1.75",0.07,0.07,0,"1.00",0,4,0,0,0,116,6,0,0,4,0,0,0,0,0,126,"Konstantinos Koulierakis","https://fbref.com/en/players/cba21b0d/Konstantinos-Koulierakis"
"267","Kovar","Bayer 04 Leverkusen","Tor",1,"CZE","GK","24",2000,5,5,0,0,28,450,90,5,"3.60",70,41,0,0,0,"NaN",0,0,0,0,0,0,0,"NaN",0,0,"NaN",0,0,0,"NaN",0,0,0,"NaN",0,0,0,"NaN",0,0,0,0,0,20,-2,0,0,0,0,0,0,0,6,24,"Matej Kovar","https://fbref.com/en/players/bc67a0e1/Matej-Kovar"
"268","Kramaric","TSG Hoffenheim","Sturm",5,"CRO","MF,FW","33",1991,32,32,0,0,0,2780,87,30.7,"3.52",42,61,8,9.5,-1.5,"0.84",3,3,0,9,0,4.3,3.7,"1.86",16,2.3,"1.17",0.26,0.31,-0.05,"0.84",0.26,0.14,0.12,"1.86",0.52,0.45,0.07,"1.16",0,4,0,0,3,128,-2,24,9,18,0,0,0,9,0,186,"Andrej Kramarić","https://fbref.com/en/players/603cb947/Andrej-Kramaric"
"269","Krauß","VfL Bochum","Mittelfeld",1.8,"GER","MF","23",2001,13,13,1,1,0,1082,77,12,"3.36",13,25,0,0.4,-0.4,"0.00",0,0,0,0,0,0.7,-0.7,"0.00",0,-1.1,"0.00",0,0.03,-0.03,"0.00",0,0.06,-0.06,"0.00",0,0.09,-0.09,"0.00",0,2,0,0,0,54,8,0,0,0,0,0,0,0,0,62,"Tom Krauß","https://fbref.com/en/players/9f77012e/Tom-Krauss"
"270","Kristensen","Eintracht Frankfurt","Abwehr",2,"DEN","DF","27",1997,28,28,2,2,0,2517,84,27.9,"3.22",53,42,5,2.5,2.5,"2.00",0,0,0,4,0,3.1,-0.1,"0.97",8,2.4,"1.43",0.18,0.09,0.09,"2.00",0.11,0.11,0,"1.00",0.29,0.2,0.09,"1.45",0,4,0,0,1,116,34,25,0,8,0,0,0,3,0,186,"Rasmus Kristensen","https://fbref.com/en/players/39769cff/Rasmus-Kristensen"
"271","Krätzig","1. FC Heidenheim","Abwehr",1.8,"GER","DF,MF","21",2003,15,15,1,0,1,1226,77,13.5,"3.27",16,25,1,0.6,0.4,"1.67",0,0,0,2,0,1.8,0.2,"1.11",3,0.5,"1.20",0.07,0.05,0.02,"1.40",0.15,0.13,0.02,"1.15",0.22,0.18,0.04,"1.22",0,1,0,0,0,62,14,5,0,4,0,0,0,0,0,85,"Frans Krätzig","https://fbref.com/en/players/1fc08838/Frans-Kratzig"
"272","Krätzig","VfB Stuttgart","Abwehr",1.8,"GER","DF","21",2003,1,1,0,0,4,57,57,0.6,"4.50",9,8,0,0,0,"NaN",0,0,0,0,0,0,0,"NaN",0,0,"NaN",0,0,0,"NaN",0,0,0,"NaN",0,0,0,"NaN",0,0,0,0,0,4,-4,0,0,0,0,0,0,0,0,0,"Frans Krätzig","https://fbref.com/en/players/1fc08838/Frans-Kratzig"
"273","Kusi-Asare","Bayern München",NA,NA,"SWE","FW","17",2007,0,0,1,0,9,2,2,0,"NaN",29,12,0,0,0,"NaN",0,0,0,0,0,0,0,"NaN",0,0,"NaN",0,1.12,-1.12,"0.00",0,0,0,"NaN",0,1.12,-1.12,"0.00",0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,2,"Jonah Kusi-Asare","https://fbref.com/en/players/c7c26e61/Jonah-Kusi-Asare"
"274","Kwarteng","VfL Bochum","Mittelfeld",1.4,"GHA","MF,FW","26",1998,0,0,7,4,4,164,23,1.9,"4.12",11,30,0,0.2,-0.2,"0.00",0,0,0,0,0,0.2,-0.2,"0.00",0,-0.4,"0.00",0,0.1,-0.1,"0.00",0,0.09,-0.09,"0.00",0,0.19,-0.19,"0.00",0,1,0,0,0,14,-10,0,0,0,0,0,0,0,0,4,"Moritz-Broni Kwarteng","https://fbref.com/en/players/1e2057aa/Moritz-Broni-Kwarteng"
"275","Köhn","Werder Bremen","Abwehr",1.8,"GER","DF,FW","25",1999,14,14,13,3,4,1344,50,14.9,"4.00",51,55,2,0.7,1.3,"2.86",0,0,0,2,0,1.6,0.4,"1.25",4,1.6,"1.67",0.13,0.05,0.08,"2.60",0.13,0.11,0.02,"1.18",0.27,0.16,0.11,"1.69",0,2,0,0,0,82,-34,10,0,4,0,0,0,0,0,62,"Derrick Köhn","https://fbref.com/en/players/b735b590/Derrick-Kohn"
"276","Kömür","FC Augsburg","Mittelfeld",1.2,"GER","MF","19",2005,5,5,15,6,9,645,32,7.3,"3.77",26,40,2,1.1,0.9,"1.82",0,0,0,1,0,1.5,-0.5,"0.67",3,0.4,"1.15",0.28,0.16,0.12,"1.75",0.14,0.2,-0.06,"0.70",0.41,0.36,0.05,"1.14",0,1,0,0,0,50,-12,8,0,2,0,0,0,0,0,48,"Mert Kömür","https://fbref.com/en/players/ec68a918/Mert-Komur"
"277","König","TSG Hoffenheim",NA,NA,NA,NA,NA,NA,0,0,0,0,2,0,NA,NA,"NaN",2,4,0,NA,NA,"NA",NA,0,NA,0,0,NA,NA,"NA",NA,NA,"NA",NA,NA,NA,"NA",NA,NA,NA,"NA",NA,NA,NA,"NA",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA
"278","Kübler","SC Freiburg","Abwehr",1.7,"GER","DF","31",1992,22,22,6,0,3,1846,66,20.5,"3.57",46,53,5,2.7,2.3,"1.85",0,0,0,2,0,0.8,0.2,"1.25",6,2.5,"1.71",0.24,0.13,0.11,"1.85",0.05,0.04,0.01,"1.25",0.29,0.17,0.12,"1.71",0,5,0,0,2,100,-6,25,0,4,0,0,0,6,0,129,"Lukas Kübler","https://fbref.com/en/players/2a29eb9b/Lukas-Kubler"
"279","Kücüksahin","FC Augsburg","Mittelfeld",0.5,NA,NA,NA,NA,0,0,0,0,2,0,NA,NA,"NaN",2,0,0,NA,NA,"NA",NA,0,NA,0,0,NA,NA,"NA",NA,NA,"NA",NA,NA,NA,"NA",NA,NA,NA,"NA",NA,NA,NA,"NA",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA
"280","L. Nmecha","VfL Wolfsburg","Sturm",1.7,"GER","FW,MF","25",1998,3,3,16,4,1,454,24,5.2,"3.93",35,34,3,4.5,-1.5,"0.67",0,0,0,0,0,0.3,-0.3,"0.00",3,-1.8,"0.62",0.58,0.87,-0.29,"0.67",0,0.05,-0.05,"0.00",0.58,0.92,-0.34,"0.63",0,1,0,0,0,44,-12,9,0,0,0,0,0,0,0,41,"Lukas Nmecha","https://fbref.com/en/players/0cc5f4a5/Lukas-Nmecha"
"281","L. Sané","Bayern München","Mittelfeld",6.5,"GER","FW","28",1996,17,17,13,6,2,1634,54,18.2,"3.24",94,30,11,10.2,0.800000000000001,"1.08",0,0,0,7,0,5.5,-0.5,"0.91",16,0.199999999999999,"1.01",0.6,0.56,0.0399999999999999,"1.07",0.27,0.3,-0.03,"0.90",0.88,0.87,0.01,"1.01",0,2,0,0,3,94,24,44,0,14,0,0,0,9,0,185,"Leroy Sané","https://fbref.com/en/players/2b114be3/Leroy-Sane"
"282","La. Ritzka","FC St. Pauli","Abwehr",1.2,"GER","DF,MF","26",1998,11,11,10,2,8,921,44,10.2,"3.77",23,37,1,0.4,0.6,"2.50",0,0,0,0,0,0.2,-0.2,"0.00",1,0.4,"1.67",0.1,0.04,0.06,"2.50",0,0.02,-0.02,"0.00",0.1,0.06,0.04,"1.67",0,1,0,0,0,64,-14,5,0,0,0,0,0,0,0,55,"Lars Ritzka","https://fbref.com/en/players/35d23b15/Lars-Ritzka"
"283","Labrovic","FC Augsburg","Tor",2.4,"CRO","GK","24",1999,15,15,0,0,19,1350,90,15,"3.13",35,51,0,0,0,"NaN",0,0,0,0,0,0,0,"NaN",0,0,"NaN",0,0,0,"NaN",0,0,0,"NaN",0,0,0,"NaN",0,0,0,0,0,60,22,0,0,0,0,0,0,0,4,86,"Nediljko Labrović","https://fbref.com/en/players/208fc867/Nediljko-Labrovic"
"284","Laimer","Bayern München","Mittelfeld",3.2,"AUT","DF","27",1997,19,19,10,2,4,1696,58,18.9,"3.43",97,31,2,2.1,-0.1,"0.95",0,0,0,3,0,2.7,-0.7,"0.74",4,-0.8,"0.83",0.11,0.11,0,"1.00",0.11,0.14,-0.03,"0.79",0.21,0.25,-0.04,"0.84",0,8,0,0,0,96,6,8,0,6,0,0,0,0,0,116,"Konrad Laimer","https://fbref.com/en/players/c1b7847c/Konrad-Laimer"
"285","Lainer","Bor. Mönchengladbach","Abwehr",1.4,"AUT","DF","31",1992,6,6,15,2,12,744,35,8.4,"3.88",55,54,1,0.3,0.7,"3.33",0,0,0,0,0,1,-1,"0.00",1,-0.3,"0.77",0.12,0.04,0.08,"3.00",0,0.12,-0.12,"0.00",0.12,0.15,-0.03,"0.80",1,2,0,0,0,54,-12,5,0,0,0,0,0,0,0,47,"Stefan Lainer","https://fbref.com/en/players/4aea5077/Stefan-Lainer"
"286","Larsson","Eintracht Frankfurt","Mittelfeld",2.2,"SWE","MF","20",2004,28,28,5,2,0,2406,73,26.6,"3.45",66,44,3,3.1,-0.1,"0.97",0,0,0,3,0,2.1,-1.1,"0.48",4,-1.2,"0.77",0.11,0.12,-0.01,"0.92",0.04,0.08,-0.04,"0.50",0.15,0.19,-0.04,"0.79",0,2,0,0,0,122,6,12,0,6,0,0,0,0,0,146,"Hugo Larsson","https://fbref.com/en/players/00c9a283/Hugo-Larsson"
"287","Leitsch","1. FSV Mainz 05","Abwehr",1.5,"GER","DF","26",1998,6,6,8,4,14,668,48,7.5,"3.45",49,32,1,1.2,-0.2,"0.83",0,0,0,0,0,0.2,-0.2,"0.00",1,-0.4,"0.71",0.13,0.16,-0.03,"0.81",0,0.03,-0.03,"0.00",0.13,0.19,-0.06,"0.68",0,2,0,0,0,40,2,5,0,0,0,0,0,0,0,47,"Maxim Leitsch","https://fbref.com/en/players/7e12a98d/Maxim-Leitsch"
"288","Lelle","Borussia Dortmund",NA,NA,NA,NA,NA,NA,0,0,0,0,1,0,NA,NA,"NaN",2,3,0,NA,NA,"NA",NA,0,NA,0,0,NA,NA,"NA",NA,NA,"NA",NA,NA,NA,"NA",NA,NA,NA,"NA",NA,NA,NA,"NA",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA
"289","Leweling","VfB Stuttgart","Sturm",2.6,"GER","MF,FW","23",2001,22,21,5,2,0,1677,62,18.5,"3.37",48,40,2,1.6,0.4,"1.25",0,0,0,5,1,3.8,-1.8,"0.53",4,-1.4,"0.74",0.11,0.08,0.03,"1.38",0.11,0.21,-0.1,"0.52",0.22,0.29,-0.07,"0.76",0,4,0,0,0,98,12,6,0,10,2,0,0,0,0,128,"Jamie Leweling","https://fbref.com/en/players/13fe7b69/Jamie-Leweling"
"290","Lienhart","SC Freiburg","Abwehr",3,"AUT","DF","28",1996,31,31,1,1,0,2771,87,30.8,"3.47",45,47,1,0.5,0.5,"2.00",0,0,0,0,0,0.8,-0.8,"0.00",1,-0.2,"0.83",0.03,0.02,0.01,"1.50",0,0.02,-0.02,"0.00",0.03,0.04,-0.01,"0.75",0,5,0,0,0,126,4,5,0,0,0,0,0,0,0,135,"Philipp Lienhart","https://fbref.com/en/players/302527b2/Philipp-Lienhart"
"291","Ljubicic","1. FC Union Berlin","Sturm",1.6,"CRO","FW,MF","22",2002,1,1,12,4,1,270,21,3.1,"4.10",20,23,1,0.4,0.6,"2.50",0,0,0,1,0,0.6,0.4,"1.67",2,0.9,"1.82",0.32,0.14,0.18,"2.29",0.32,0.2,0.12,"1.60",0.64,0.34,0.3,"1.88",0,1,0,0,0,28,-12,3,0,2,0,0,0,0,0,21,"Marin Ljubicic","https://fbref.com/en/players/774b7f08/Marin-Ljubicic"
"292","Lomb","Bayer 04 Leverkusen","Tor",0.5,NA,NA,NA,NA,0,0,0,0,12,0,NA,NA,"NaN",25,22,0,NA,NA,"NA",NA,0,NA,0,0,NA,NA,"NA",NA,NA,"NA",NA,NA,NA,"NA",NA,NA,NA,"NA",NA,NA,NA,"NA",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA
"293","Loosli","VfL Bochum","Abwehr",1,NA,NA,NA,NA,0,0,0,0,8,0,NA,NA,"NaN",6,16,0,NA,NA,"NA",NA,0,NA,0,0,NA,NA,"NA",NA,NA,"NA",NA,NA,NA,"NA",NA,NA,NA,"NA",NA,NA,NA,"NA",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA
"294","Losilla","VfL Bochum","Mittelfeld",2,"FRA","MF","38",1986,13,13,8,3,10,1138,54,12.6,"3.84",28,64,0,0.1,-0.1,"0.00",0,0,0,0,0,0.4,-0.4,"0.00",0,-0.5,"0.00",0,0.01,-0.01,"0.00",0,0.03,-0.03,"0.00",0,0.04,-0.04,"0.00",0,1,0,0,0,68,-22,0,0,0,0,0,0,0,0,46,"Anthony Losilla","https://fbref.com/en/players/07c7eb0c/Anthony-Losilla"
"295","Lotka","Borussia Dortmund","Tor",0.5,NA,NA,NA,NA,0,0,0,0,4,0,NA,NA,"NaN",5,7,0,NA,NA,"NA",NA,0,NA,0,0,NA,NA,"NA",NA,NA,"NA",NA,NA,NA,"NA",NA,NA,NA,"NA",NA,NA,NA,"NA",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA
