"";"spt";"team";"status";"player";"begin";"end";"grade";"location";"opponent";"tG";"tGA";"npG";"pG";"npA";"pA";"ownG";"ylw";"ylwred";"red";"sds"
"1";15;"Bayern München";"start";"Peretz";0;90;3;"home";"RB Leipzig";"5";"1";0;0;0;0;0;0;0;0;FALSE
"2";15;"Bayern München";"start";"Laimer";0;69;2;"home";"RB Leipzig";"5";"1";1;0;0;0;0;1;0;0;FALSE
"3";15;"Bayern München";"start";"Upamecano";0;90;2,5;"home";"RB Leipzig";"5";"1";0;0;0;0;0;1;0;0;FALSE
"4";15;"Bayern München";"start";"M.-J. Kim";0;83;4;"home";"RB Leipzig";"5";"1";0;0;0;0;0;0;0;0;FALSE
"5";15;"Bayern München";"start";"Davies";0;83;1,5;"home";"RB Leipzig";"5";"1";1;0;1;0;0;0;0;0;FALSE
"6";15;"Bayern München";"start";"Kimmich";0;90;1,5;"home";"RB Leipzig";"5";"1";1;0;1;0;0;1;0;0;TRUE
"7";15;"Bayern München";"start";"Goretzka";0;90;2,5;"home";"RB Leipzig";"5";"1";0;0;0;0;0;0;0;0;FALSE
"8";15;"Bayern München";"start";"Olise";0;83;2;"home";"RB Leipzig";"5";"1";0;0;2;0;0;1;0;0;FALSE
"9";15;"Bayern München";"start";"Musiala";0;90;2;"home";"RB Leipzig";"5";"1";1;0;1;0;0;0;0;0;FALSE
"10";15;"Bayern München";"start";"L. Sané";0;90;2;"home";"RB Leipzig";"5";"1";1;0;0;0;0;0;0;0;FALSE
"11";15;"Bayern München";"start";"Kane";0;87;2;"home";"RB Leipzig";"5";"1";0;0;0;0;0;1;0;0;FALSE
"12";15;"Bayern München";"sub";"Pavlovic";69;90;NA;"home";"RB Leipzig";"5";"1";0;0;0;0;0;0;0;0;FALSE
"13";15;"Bayern München";"sub";"Dier";83;90;NA;"home";"RB Leipzig";"5";"1";0;0;0;0;0;0;0;0;FALSE
"14";15;"Bayern München";"sub";"Guerreiro";83;90;NA;"home";"RB Leipzig";"5";"1";0;0;0;0;0;0;0;0;FALSE
"15";15;"Bayern München";"sub";"Tel";83;90;NA;"home";"RB Leipzig";"5";"1";0;0;0;0;0;0;0;0;FALSE
