"";"spt";"team";"status";"player";"begin";"end";"grade";"location";"opponent";"tG";"tGA";"npG";"pG";"npA";"pA";"ownG";"ylw";"ylwred";"red";"sds"
"1";31;"VfB Stuttgart";"start";"Nübel";0;90;3;"home";"1. FC Heidenheim";"0";"1";0;0;0;0;0;0;0;0;FALSE
"2";31;"VfB Stuttgart";"start";"Stergiou";0;53;4;"home";"1. FC Heidenheim";"0";"1";0;0;0;0;0;0;0;0;FALSE
"3";31;"VfB Stuttgart";"start";"Jeltsch";0;90;3;"home";"1. FC Heidenheim";"0";"1";0;0;0;0;0;0;0;0;FALSE
"4";31;"VfB Stuttgart";"start";"Chabot";0;90;2,5;"home";"1. FC Heidenheim";"0";"1";0;0;0;0;0;0;0;0;FALSE
"5";31;"VfB Stuttgart";"start";"Mittelstädt";0;90;2,5;"home";"1. FC Heidenheim";"0";"1";0;0;0;0;0;0;0;0;FALSE
"6";31;"VfB Stuttgart";"start";"Karazor";0;90;4;"home";"1. FC Heidenheim";"0";"1";0;0;0;0;0;0;0;0;FALSE
"7";31;"VfB Stuttgart";"start";"Stiller";0;90;3,5;"home";"1. FC Heidenheim";"0";"1";0;0;0;0;0;0;0;0;FALSE
"8";31;"VfB Stuttgart";"start";"Rieder";0;70;3;"home";"1. FC Heidenheim";"0";"1";0;0;0;0;0;0;0;0;FALSE
"9";31;"VfB Stuttgart";"start";"Führich";0;79;4;"home";"1. FC Heidenheim";"0";"1";0;0;0;0;0;0;0;0;FALSE
"10";31;"VfB Stuttgart";"start";"Undav";0;90;2;"home";"1. FC Heidenheim";"0";"1";0;0;0;0;0;0;0;0;FALSE
"11";31;"VfB Stuttgart";"start";"Demirovic";0;79;4,5;"home";"1. FC Heidenheim";"0";"1";0;0;0;0;0;0;0;0;FALSE
"12";31;"VfB Stuttgart";"sub";"Woltemade";53;90;2,5;"home";"1. FC Heidenheim";"0";"1";0;0;0;0;0;0;0;0;FALSE
"13";31;"VfB Stuttgart";"sub";"Leweling";70;90;NA;"home";"1. FC Heidenheim";"0";"1";0;0;0;0;0;0;0;0;FALSE
"14";31;"VfB Stuttgart";"sub";"P. Stenzel";79;90;NA;"home";"1. FC Heidenheim";"0";"1";0;0;0;0;0;0;0;0;FALSE
