"";"spt";"team";"status";"player";"begin";"end";"grade";"location";"opponent";"tG";"tGA";"npG";"pG";"npA";"pA";"ownG";"ylw";"ylwred";"red";"sds"
"1";17;"Holstein Kiel";"start";"Weiner";0;90;4;"home";"Borussia Dortmund";"4";"2";0;0;0;0;0;0;0;0;FALSE
"2";17;"Holstein Kiel";"start";"T. Becker";0;90;2;"home";"Borussia Dortmund";"4";"2";0;0;0;0;0;0;0;0;FALSE
"3";17;"Holstein Kiel";"start";"Zec";0;90;2,5;"home";"Borussia Dortmund";"4";"2";0;0;0;0;0;0;0;0;FALSE
"4";17;"Holstein Kiel";"start";"Komenda";0;76;3;"home";"Borussia Dortmund";"4";"2";0;0;0;0;0;0;0;0;FALSE
"5";17;"Holstein Kiel";"start";"Rosenboom";0;90;2,5;"home";"Borussia Dortmund";"4";"2";0;0;1;0;0;0;0;0;FALSE
"6";17;"Holstein Kiel";"start";"Remberg";0;90;3;"home";"Borussia Dortmund";"4";"2";0;0;0;0;0;0;0;0;FALSE
"7";17;"Holstein Kiel";"start";"Knudsen";0;90;3;"home";"Borussia Dortmund";"4";"2";0;0;0;0;0;0;0;0;FALSE
"8";17;"Holstein Kiel";"start";"Porath";0;84;2,5;"home";"Borussia Dortmund";"4";"2";0;0;0;0;0;1;0;0;FALSE
"9";17;"Holstein Kiel";"start";"Bernhardsson";0;69;1,5;"home";"Borussia Dortmund";"4";"2";1;0;1;0;0;0;0;0;TRUE
"10";17;"Holstein Kiel";"start";"Machino";0;76;2;"home";"Borussia Dortmund";"4";"2";1;0;0;0;0;0;0;0;FALSE
"11";17;"Holstein Kiel";"start";"Harres";0;76;1,5;"home";"Borussia Dortmund";"4";"2";1;0;1;0;0;0;0;0;FALSE
"12";17;"Holstein Kiel";"sub";"Gigovic";69;90;NA;"home";"Borussia Dortmund";"4";"2";0;0;0;0;0;0;0;0;FALSE
"13";17;"Holstein Kiel";"sub";"Arp";76;90;NA;"home";"Borussia Dortmund";"4";"2";1;0;0;0;0;1;0;0;FALSE
"14";17;"Holstein Kiel";"sub";"Geschwill";76;90;NA;"home";"Borussia Dortmund";"4";"2";0;0;0;0;0;0;0;0;FALSE
"15";17;"Holstein Kiel";"sub";"Holtby";76;90;NA;"home";"Borussia Dortmund";"4";"2";0;0;0;0;0;0;0;1;FALSE
"16";17;"Holstein Kiel";"sub";"Javorcek";84;90;NA;"home";"Borussia Dortmund";"4";"2";0;0;0;0;0;0;0;0;FALSE
"17";17;"Holstein Kiel";"bench";"Dähne";NA;NA;NA;"home";"Borussia Dortmund";"4";"2";0;0;0;0;0;0;0;0;FALSE
"18";17;"Holstein Kiel";"bench";"Ivezic";NA;NA;NA;"home";"Borussia Dortmund";"4";"2";0;0;0;0;0;0;0;0;FALSE
"19";17;"Holstein Kiel";"bench";"Kelati";NA;NA;NA;"home";"Borussia Dortmund";"4";"2";0;0;0;0;0;0;0;0;FALSE
"20";17;"Borussia Dortmund";"start";"Kobel";0;90;3,5;"away";"Holstein Kiel";"2";"4";0;0;0;0;0;0;0;0;FALSE
"21";17;"Borussia Dortmund";"start";"Ryerson";0;46;5;"away";"Holstein Kiel";"2";"4";0;0;0;0;0;0;0;0;FALSE
"22";17;"Borussia Dortmund";"start";"Can";0;90;5;"away";"Holstein Kiel";"2";"4";0;0;0;0;0;0;0;0;FALSE
"23";17;"Borussia Dortmund";"start";"N. Schlotterbeck";0;90;5;"away";"Holstein Kiel";"2";"4";0;0;0;0;0;0;0;0;FALSE
"24";17;"Borussia Dortmund";"start";"Bensebaini";0;46;5;"away";"Holstein Kiel";"2";"4";0;0;0;0;0;0;0;0;FALSE
"25";17;"Borussia Dortmund";"start";"F. Nmecha";0;90;5;"away";"Holstein Kiel";"2";"4";0;0;0;0;0;0;0;0;FALSE
"26";17;"Borussia Dortmund";"start";"Sabitzer";0;59;5;"away";"Holstein Kiel";"2";"4";0;0;0;0;0;0;0;0;FALSE
"27";17;"Borussia Dortmund";"start";"Brandt";0;90;5,5;"away";"Holstein Kiel";"2";"4";0;0;0;0;0;0;0;0;FALSE
"28";17;"Borussia Dortmund";"start";"Duranville";0;59;5;"away";"Holstein Kiel";"2";"4";0;0;0;0;0;1;0;0;FALSE
"29";17;"Borussia Dortmund";"start";"Gittens";0;90;4;"away";"Holstein Kiel";"2";"4";1;0;0;0;0;0;0;0;FALSE
"30";17;"Borussia Dortmund";"start";"Guirassy";0;90;5;"away";"Holstein Kiel";"2";"4";0;0;0;0;0;0;0;0;FALSE
"31";17;"Borussia Dortmund";"sub";"Anton";46;90;3,5;"away";"Holstein Kiel";"2";"4";0;0;1;0;0;1;0;0;FALSE
"32";17;"Borussia Dortmund";"sub";"Beier";46;90;4;"away";"Holstein Kiel";"2";"4";0;0;1;0;0;0;0;0;FALSE
"33";17;"Borussia Dortmund";"sub";"Yan Couto";59;90;5;"away";"Holstein Kiel";"2";"4";0;0;0;0;0;0;0;0;FALSE
"34";17;"Borussia Dortmund";"sub";"Reyna";59;90;3,5;"away";"Holstein Kiel";"2";"4";1;0;0;0;0;0;0;0;FALSE
"35";17;"Borussia Dortmund";"bench";"A. Meyer";NA;NA;NA;"away";"Holstein Kiel";"2";"4";0;0;0;0;0;0;0;0;FALSE
"36";17;"Borussia Dortmund";"bench";"Kabar";NA;NA;NA;"away";"Holstein Kiel";"2";"4";0;0;0;0;0;0;0;0;FALSE
"37";17;"Borussia Dortmund";"bench";"Lührs";NA;NA;NA;"away";"Holstein Kiel";"2";"4";0;0;0;0;0;0;0;0;FALSE
"38";17;"Borussia Dortmund";"bench";"Campbell";NA;NA;NA;"away";"Holstein Kiel";"2";"4";0;0;0;0;0;0;0;0;FALSE
"39";17;"Borussia Dortmund";"bench";"Wätjen";NA;NA;NA;"away";"Holstein Kiel";"2";"4";0;0;0;0;0;0;0;0;FALSE
"40";17;"Bayer 04 Leverkusen";"start";"Kovar";0;90;2,5;"home";"1. FSV Mainz 05";"1";"0";0;0;0;0;0;0;0;0;FALSE
"41";17;"Bayer 04 Leverkusen";"start";"Mukiele";0;90;3,5;"home";"1. FSV Mainz 05";"1";"0";0;0;0;0;0;1;0;0;FALSE
