"";"spt";"team";"status";"player";"begin";"end";"grade";"location";"opponent";"tG";"tGA";"npG";"pG";"npA";"pA";"ownG";"ylw";"ylwred";"red";"sds"
"1";14;"SC Freiburg";"start";"Atubolu";0;90;2;"home";"VfL Wolfsburg";"3";"2";0;0;0;0;0;0;0;0;FALSE
"2";14;"SC Freiburg";"start";"Kübler";0;62;1,5;"home";"VfL Wolfsburg";"3";"2";2;0;0;0;0;1;0;0;TRUE
"3";14;"SC Freiburg";"start";"Ginter";0;90;3;"home";"VfL Wolfsburg";"3";"2";0;0;0;0;0;0;0;0;FALSE
"4";14;"SC Freiburg";"start";"Lienhart";0;90;4;"home";"VfL Wolfsburg";"3";"2";0;0;0;0;0;0;0;0;FALSE
"5";14;"SC Freiburg";"start";"Günter";0;70;3;"home";"VfL Wolfsburg";"3";"2";0;0;0;0;0;0;0;0;FALSE
"6";14;"SC Freiburg";"start";"M. Eggestein";0;90;4;"home";"VfL Wolfsburg";"3";"2";0;0;0;0;0;1;0;0;FALSE
"7";14;"SC Freiburg";"start";"Osterhage";0;90;2,5;"home";"VfL Wolfsburg";"3";"2";0;0;0;0;0;0;0;0;FALSE
"8";14;"SC Freiburg";"start";"Doan";0;86;2,5;"home";"VfL Wolfsburg";"3";"2";0;0;1;0;0;0;0;0;FALSE
"9";14;"SC Freiburg";"start";"Höler";0;90;2;"home";"VfL Wolfsburg";"3";"2";0;0;1;0;0;0;0;0;FALSE
"10";14;"SC Freiburg";"start";"Grifo";0;70;2,5;"home";"VfL Wolfsburg";"3";"2";0;0;0;0;0;0;0;0;FALSE
"11";14;"SC Freiburg";"start";"Gregoritsch";0;62;2;"home";"VfL Wolfsburg";"3";"2";1;0;1;0;0;1;0;0;FALSE
"12";14;"SC Freiburg";"sub";"Rosenfelder";62;90;4;"home";"VfL Wolfsburg";"3";"2";0;0;0;0;0;1;0;0;FALSE
"13";14;"SC Freiburg";"sub";"Dinkci";62;90;3,5;"home";"VfL Wolfsburg";"3";"2";0;0;0;0;0;0;0;0;FALSE
"14";14;"SC Freiburg";"sub";"Röhl";70;90;NA;"home";"VfL Wolfsburg";"3";"2";0;0;0;0;0;0;0;0;FALSE
