"";"spt";"team";"status";"player";"begin";"end";"grade";"location";"opponent";"tG";"tGA";"npG";"pG";"npA";"pA";"ownG";"ylw";"ylwred";"red";"sds"
"1";27;"Bayer 04 Leverkusen";"start";"Hradecky";0;90;3;"home";"VfL Bochum";"3";"1";0;0;0;0;0;0;0;0;FALSE
"2";27;"Bayer 04 Leverkusen";"start";"Mukiele";0;90;3,5;"home";"VfL Bochum";"3";"1";0;0;0;0;0;0;0;0;FALSE
"3";27;"Bayer 04 Leverkusen";"start";"Tah";0;90;2,5;"home";"VfL Bochum";"3";"1";0;0;0;0;0;0;0;0;FALSE
"4";27;"Bayer 04 Leverkusen";"start";"Hincapie";0;90;2;"home";"VfL Bochum";"3";"1";0;0;1;0;0;0;0;0;FALSE
"5";27;"Bayer 04 Leverkusen";"start";"Frimpong";0;89;3,5;"home";"VfL Bochum";"3";"1";0;0;0;0;0;0;0;0;FALSE
"6";27;"Bayer 04 Leverkusen";"start";"G. Xhaka";0;90;4;"home";"VfL Bochum";"3";"1";0;0;0;0;0;0;0;0;FALSE
"7";27;"Bayer 04 Leverkusen";"start";"Aleix Garcia";0;90;2;"home";"VfL Bochum";"3";"1";1;0;0;0;0;0;0;0;FALSE
"8";27;"Bayer 04 Leverkusen";"start";"Grimaldo";0;90;4;"home";"VfL Bochum";"3";"1";0;0;0;0;0;0;0;0;FALSE
"9";27;"Bayer 04 Leverkusen";"start";"Palacios";0;90;2;"home";"VfL Bochum";"3";"1";0;0;2;0;0;0;0;0;FALSE
"10";27;"Bayer 04 Leverkusen";"start";"Boniface";0;89;2,5;"home";"VfL Bochum";"3";"1";1;0;0;0;0;0;0;0;FALSE
"11";27;"Bayer 04 Leverkusen";"start";"Schick";0;71;4,5;"home";"VfL Bochum";"3";"1";0;0;0;0;0;0;0;0;FALSE
"12";27;"Bayer 04 Leverkusen";"sub";"Adli";71;90;NA;"home";"VfL Bochum";"3";"1";1;0;0;0;0;0;0;0;FALSE
