"";"spt";"team";"status";"player";"begin";"end";"grade";"location";"opponent";"tG";"tGA";"npG";"pG";"npA";"pA";"ownG";"ylw";"ylwred";"red";"sds"
"1";3;"Borussia Dortmund";"start";"Kobel";0;90;3;"home";"1. FC Heidenheim";"4";"2";0;0;0;0;0;0;0;0;FALSE
"2";3;"Borussia Dortmund";"start";"Ryerson";0;90;2;"home";"1. FC Heidenheim";"4";"2";0;0;1;0;0;0;0;0;FALSE
"3";3;"Borussia Dortmund";"start";"Anton";0;90;3,5;"home";"1. FC Heidenheim";"4";"2";0;0;0;0;0;0;0;0;FALSE
"4";3;"Borussia Dortmund";"start";"Süle";0;90;3,5;"home";"1. FC Heidenheim";"4";"2";0;0;0;0;0;0;0;0;FALSE
"5";3;"Borussia Dortmund";"start";"Bensebaini";0;72;3;"home";"1. FC Heidenheim";"4";"2";0;0;0;0;0;0;0;0;FALSE
"6";3;"Borussia Dortmund";"start";"F. Nmecha";0;90;3;"home";"1. FC Heidenheim";"4";"2";0;0;0;0;0;0;0;0;FALSE
"7";3;"Borussia Dortmund";"start";"P. Groß";0;90;2,5;"home";"1. FC Heidenheim";"4";"2";0;0;0;0;0;0;0;0;FALSE
"8";3;"Borussia Dortmund";"start";"Malen";0;59;2,5;"home";"1. FC Heidenheim";"4";"2";1;0;0;0;0;0;0;0;FALSE
"9";3;"Borussia Dortmund";"start";"Brandt";0;79;3;"home";"1. FC Heidenheim";"4";"2";0;0;1;0;0;0;0;0;FALSE
"10";3;"Borussia Dortmund";"start";"Adeyemi";0;79;1,5;"home";"1. FC Heidenheim";"4";"2";2;0;1;0;0;0;0;0;TRUE
"11";3;"Borussia Dortmund";"start";"Guirassy";0;72;3,5;"home";"1. FC Heidenheim";"4";"2";0;0;0;0;0;0;0;0;FALSE
"12";3;"Borussia Dortmund";"sub";"Sabitzer";59;90;3;"home";"1. FC Heidenheim";"4";"2";0;0;0;0;0;0;0;0;FALSE
"13";3;"Borussia Dortmund";"sub";"Yan Couto";72;90;NA;"home";"1. FC Heidenheim";"4";"2";0;0;0;0;0;1;0;0;FALSE
"14";3;"Borussia Dortmund";"sub";"Beier";72;90;NA;"home";"1. FC Heidenheim";"4";"2";0;0;0;0;0;0;0;0;FALSE
"15";3;"Borussia Dortmund";"sub";"Can";79;90;NA;"home";"1. FC Heidenheim";"4";"2";0;1;0;0;0;0;0;0;FALSE
"16";3;"Borussia Dortmund";"sub";"Gittens";79;90;NA;"home";"1. FC Heidenheim";"4";"2";0;0;0;0;0;1;0;0;FALSE
"17";3;"Borussia Dortmund";"bench";"A. Meyer";NA;NA;NA;"home";"1. FC Heidenheim";"4";"2";0;0;0;0;0;0;0;0;FALSE
"18";3;"Borussia Dortmund";"bench";"Kabar";NA;NA;NA;"home";"1. FC Heidenheim";"4";"2";0;0;0;0;0;0;0;0;FALSE
"19";3;"Borussia Dortmund";"bench";"Wätjen";NA;NA;NA;"home";"1. FC Heidenheim";"4";"2";0;0;0;0;0;0;0;0;FALSE
"20";3;"Borussia Dortmund";"bench";"Duranville";NA;NA;NA;"home";"1. FC Heidenheim";"4";"2";0;0;0;0;0;0;0;0;FALSE
"21";3;"1. FC Heidenheim";"start";"Ke. Müller";0;90;4;"away";"Borussia Dortmund";"2";"4";0;0;0;0;0;0;0;0;FALSE
"22";3;"1. FC Heidenheim";"start";"Traoré";0;90;4,5;"away";"Borussia Dortmund";"2";"4";0;0;1;0;0;0;0;0;FALSE
"23";3;"1. FC Heidenheim";"start";"P. Mainka";0;90;4,5;"away";"Borussia Dortmund";"2";"4";0;0;0;0;0;0;0;0;FALSE
"24";3;"1. FC Heidenheim";"start";"Gimber";0;90;5;"away";"Borussia Dortmund";"2";"4";0;0;0;0;0;0;0;0;FALSE
"25";3;"1. FC Heidenheim";"start";"Föhrenbach";0;90;4;"away";"Borussia Dortmund";"2";"4";0;0;0;0;0;0;0;0;FALSE
"26";3;"1. FC Heidenheim";"start";"Maloney";0;86;4;"away";"Borussia Dortmund";"2";"4";0;0;0;0;0;0;0;0;FALSE
