"";"spt";"team";"status";"player";"begin";"end";"grade";"location";"opponent";"tG";"tGA";"npG";"pG";"npA";"pA";"ownG";"ylw";"ylwred";"red";"sds"
"1";26;"FC St. Pauli";"start";"Vasilj";0;90;3;"home";"TSG Hoffenheim";"1";"0";0;0;0;0;0;0;0;0;FALSE
"2";26;"FC St. Pauli";"start";"Nemeth";0;90;3;"home";"TSG Hoffenheim";"1";"0";0;0;0;0;0;0;0;0;FALSE
"3";26;"FC St. Pauli";"start";"Wahl";0;90;3;"home";"TSG Hoffenheim";"1";"0";0;0;0;0;0;0;0;0;FALSE
"4";26;"FC St. Pauli";"start";"Van der Heyden";0;73;3;"home";"TSG Hoffenheim";"1";"0";0;0;0;0;0;0;0;0;FALSE
"5";26;"FC St. Pauli";"start";"Saliakas";0;90;3,5;"home";"TSG Hoffenheim";"1";"0";0;0;0;0;0;0;0;0;FALSE
"6";26;"FC St. Pauli";"start";"Irvine";0;90;3;"home";"TSG Hoffenheim";"1";"0";0;0;0;0;0;0;0;0;FALSE
"7";26;"FC St. Pauli";"start";"Smith";0;90;3,5;"home";"TSG Hoffenheim";"1";"0";0;0;0;0;0;0;0;0;FALSE
"8";26;"FC St. Pauli";"start";"Treu";0;90;2,5;"home";"TSG Hoffenheim";"1";"0";0;0;1;0;0;0;0;0;TRUE
"9";26;"FC St. Pauli";"start";"Sinani";0;86;3;"home";"TSG Hoffenheim";"1";"0";0;0;0;0;0;0;0;0;FALSE
"10";26;"FC St. Pauli";"start";"Weißhaupt";0;73;3;"home";"TSG Hoffenheim";"1";"0";1;0;0;0;0;0;0;0;FALSE
"11";26;"FC St. Pauli";"start";"Saad";0;73;5;"home";"TSG Hoffenheim";"1";"0";0;0;0;0;0;0;0;0;FALSE
"12";26;"FC St. Pauli";"sub";"J. Eggestein";73;90;NA;"home";"TSG Hoffenheim";"1";"0";0;0;0;0;0;0;0;0;FALSE
"13";26;"FC St. Pauli";"sub";"Afolayan";73;90;NA;"home";"TSG Hoffenheim";"1";"0";0;0;0;0;0;0;0;0;FALSE
