"";"spt";"team";"status";"player";"begin";"end";"grade";"location";"opponent";"tG";"tGA";"npG";"pG";"npA";"pA";"ownG";"ylw";"ylwred";"red";"sds"
"1";11;"Bayern München";"start";"Neuer";0;90;3;"home";"FC Augsburg";"3";"0";0;0;0;0;0;0;0;0;FALSE
"2";11;"Bayern München";"start";"Guerreiro";0;76;3,5;"home";"FC Augsburg";"3";"0";0;0;0;0;0;0;0;0;FALSE
"3";11;"Bayern München";"start";"Upamecano";0;90;2,5;"home";"FC Augsburg";"3";"0";0;0;0;0;0;0;0;0;FALSE
"4";11;"Bayern München";"start";"M.-J. Kim";0;90;2,5;"home";"FC Augsburg";"3";"0";0;0;0;0;0;0;0;0;FALSE
"5";11;"Bayern München";"start";"Davies";0;90;3,5;"home";"FC Augsburg";"3";"0";0;0;0;0;0;0;0;0;FALSE
"6";11;"Bayern München";"start";"Kimmich";0;90;2,5;"home";"FC Augsburg";"3";"0";0;0;0;0;0;0;0;0;FALSE
"7";11;"Bayern München";"start";"Goretzka";0;90;3;"home";"FC Augsburg";"3";"0";0;0;1;0;0;0;0;0;FALSE
"8";11;"Bayern München";"start";"Olise";0;76;3,5;"home";"FC Augsburg";"3";"0";0;0;0;0;0;0;0;0;FALSE
"9";11;"Bayern München";"start";"Musiala";0;88;3;"home";"FC Augsburg";"3";"0";0;0;0;0;0;0;0;0;FALSE
"10";11;"Bayern München";"start";"Coman";0;76;3,5;"home";"FC Augsburg";"3";"0";0;0;0;0;0;0;0;0;FALSE
"11";11;"Bayern München";"start";"Kane";0;90;1;"home";"FC Augsburg";"3";"0";1;2;0;1;0;0;0;0;TRUE
"12";11;"Bayern München";"sub";"L. Sané";76;90;NA;"home";"FC Augsburg";"3";"0";0;0;0;0;0;0;0;0;FALSE
"13";11;"Bayern München";"sub";"Gnabry";76;90;NA;"home";"FC Augsburg";"3";"0";0;0;0;0;0;0;0;0;FALSE
"14";11;"Bayern München";"sub";"Laimer";76;90;NA;"home";"FC Augsburg";"3";"0";0;0;0;0;0;0;0;0;FALSE
"15";11;"Bayern München";"sub";"T. Müller";88;90;NA;"home";"FC Augsburg";"3";"0";0;0;0;0;0;0;0;0;FALSE
"16";11;"Bayern München";"sub";"Boey";90;90;NA;"home";"FC Augsburg";"3";"0";0;0;0;0;0;0;0;0;FALSE
"17";11;"Bayern München";"bench";"Peretz";NA;NA;NA;"home";"FC Augsburg";"3";"0";0;0;0;0;0;0;0;0;FALSE
"18";11;"Bayern München";"bench";"Aznou";NA;NA;NA;"home";"FC Augsburg";"3";"0";0;0;0;0;0;0;0;0;FALSE
"19";11;"Bayern München";"bench";"Dier";NA;NA;NA;"home";"FC Augsburg";"3";"0";0;0;0;0;0;0;0;0;FALSE
"20";11;"Bayern München";"bench";"Ibrahimovic";NA;NA;NA;"home";"FC Augsburg";"3";"0";0;0;0;0;0;0;0;0;FALSE
"21";11;"FC Augsburg";"start";"Labrovic";0;90;2,5;"away";"Bayern München";"0";"3";0;0;0;0;0;0;0;0;FALSE
"22";11;"FC Augsburg";"start";"Matsima";0;90;3;"away";"Bayern München";"0";"3";0;0;0;0;0;0;0;0;FALSE
"23";11;"FC Augsburg";"start";"Gouweleeuw";0;90;4;"away";"Bayern München";"0";"3";0;0;0;0;0;0;0;0;FALSE
"24";11;"FC Augsburg";"start";"K. Schlotterbeck";0;90;4,5;"away";"Bayern München";"0";"3";0;0;0;0;0;0;1;0;FALSE
"25";11;"FC Augsburg";"start";"M. Wolf";0;78;4;"away";"Bayern München";"0";"3";0;0;0;0;0;0;0;0;FALSE
"26";11;"FC Augsburg";"start";"Onyeka";0;90;4;"away";"Bayern München";"0";"3";0;0;0;0;0;0;0;0;FALSE
"27";11;"FC Augsburg";"start";"Giannoulis";0;38;3;"away";"Bayern München";"0";"3";0;0;0;0;0;0;0;0;FALSE
"28";11;"FC Augsburg";"start";"Rexhbecaj";0;90;4;"away";"Bayern München";"0";"3";0;0;0;0;0;0;0;0;FALSE
"29";11;"FC Augsburg";"start";"Maier";0;69;5;"away";"Bayern München";"0";"3";0;0;0;0;0;0;0;0;FALSE
"30";11;"FC Augsburg";"start";"Claude-Maurice";0;78;3,5;"away";"Bayern München";"0";"3";0;0;0;0;0;0;0;0;FALSE
"31";11;"FC Augsburg";"start";"P. Tietz";0;69;5;"away";"Bayern München";"0";"3";0;0;0;0;0;0;0;0;FALSE
"32";11;"FC Augsburg";"sub";"Pedersen";38;90;5;"away";"Bayern München";"0";"3";0;0;0;0;0;0;0;0;FALSE
"33";11;"FC Augsburg";"sub";"Kömür";69;90;NA;"away";"Bayern München";"0";"3";0;0;0;0;0;0;0;0;FALSE
"34";11;"FC Augsburg";"sub";"Essende";69;90;NA;"away";"Bayern München";"0";"3";0;0;0;0;0;0;0;0;FALSE
"35";11;"FC Augsburg";"sub";"Koudossou";78;90;NA;"away";"Bayern München";"0";"3";0;0;0;0;0;0;0;0;FALSE
"36";11;"FC Augsburg";"sub";"Vargas";78;90;NA;"away";"Bayern München";"0";"3";0;0;0;0;0;0;0;0;FALSE
"37";11;"FC Augsburg";"bench";"Dahmen";NA;NA;NA;"away";"Bayern München";"0";"3";0;0;0;0;0;0;0;0;FALSE
"38";11;"FC Augsburg";"bench";"M. Bauer";NA;NA;NA;"away";"Bayern München";"0";"3";0;0;0;0;0;0;0;0;FALSE
"39";11;"FC Augsburg";"bench";"Kabadayi";NA;NA;NA;"away";"Bayern München";"0";"3";0;0;0;0;0;0;0;0;FALSE
