"";"spt";"team";"status";"player";"begin";"end";"grade";"location";"opponent";"tG";"tGA";"npG";"pG";"npA";"pA";"ownG";"ylw";"ylwred";"red";"sds"
"1";21;"Bayern München";"start";"Neuer";0;90;3;"home";"Werder Bremen";"3";"0";0;0;0;0;0;0;0;0;FALSE
"2";21;"Bayern München";"start";"Boey";0;73;4;"home";"Werder Bremen";"3";"0";0;0;0;0;0;0;0;0;FALSE
"3";21;"Bayern München";"start";"Upamecano";0;90;2,5;"home";"Werder Bremen";"3";"0";0;0;0;0;0;0;0;0;FALSE
"4";21;"Bayern München";"start";"M.-J. Kim";0;90;3;"home";"Werder Bremen";"3";"0";0;0;0;0;0;0;0;0;FALSE
"5";21;"Bayern München";"start";"Guerreiro";0;90;4;"home";"Werder Bremen";"3";"0";0;0;0;0;0;0;0;0;FALSE
"6";21;"Bayern München";"start";"Pavlovic";0;81;3,5;"home";"Werder Bremen";"3";"0";0;0;0;0;0;0;0;0;FALSE
"7";21;"Bayern München";"start";"Kimmich";0;90;2,5;"home";"Werder Bremen";"3";"0";0;0;0;0;0;0;0;0;FALSE
"8";21;"Bayern München";"start";"Olise";0;90;3;"home";"Werder Bremen";"3";"0";0;0;0;0;0;0;0;0;FALSE
"9";21;"Bayern München";"start";"Musiala";0;90;3;"home";"Werder Bremen";"3";"0";0;0;0;1;0;0;0;0;FALSE
"10";21;"Bayern München";"start";"Coman";0;81;4;"home";"Werder Bremen";"3";"0";0;0;0;0;0;0;0;0;FALSE
"11";21;"Bayern München";"start";"Kane";0;90;2;"home";"Werder Bremen";"3";"0";0;2;0;0;0;0;0;0;TRUE
"12";21;"Bayern München";"sub";"Laimer";73;90;NA;"home";"Werder Bremen";"3";"0";0;0;1;0;0;0;0;0;FALSE
"13";21;"Bayern München";"sub";"L. Sané";81;90;NA;"home";"Werder Bremen";"3";"0";1;0;0;0;0;0;0;0;FALSE
"14";21;"Bayern München";"sub";"Goretzka";81;90;NA;"home";"Werder Bremen";"3";"0";0;0;0;0;0;1;0;0;FALSE
"15";21;"Bayern München";"sub";"Stanisic";90;90;NA;"home";"Werder Bremen";"3";"0";0;0;0;0;0;0;0;0;FALSE
"16";21;"Bayern München";"bench";"Urbig";NA;NA;NA;"home";"Werder Bremen";"3";"0";0;0;0;0;0;0;0;0;FALSE
"17";21;"Bayern München";"bench";"Dier";NA;NA;NA;"home";"Werder Bremen";"3";"0";0;0;0;0;0;0;0;0;FALSE
"18";21;"Bayern München";"bench";"T. Müller";NA;NA;NA;"home";"Werder Bremen";"3";"0";0;0;0;0;0;0;0;0;FALSE
