"","spt","team","status","player","begin","end","grade","location","opponent","tG","tGA","npG","pG","npA","pA","ownG","ylw","ylwred","red","sds","Position","kID","Vorname","Nachname","Name_lang","MW","Punkte","Note","G_coef","status_pts","grade_pts","npG_pts","pG_pts","npA_pts","pA_pts","ylwred_pts","red_pts","sds_pts","clean_sheet_pts","points"
"3984",12,"Holstein Kiel","start","Arp",0,59,5.5,"away","FC St. Pauli","1","3",0,0,0,0,0,0,0,0,FALSE,"FORWARD","pl-k00091011","Fiete","Arp","Fiete Arp",1.2,37,3.92,3,4,-8,0,0,0,0,0,0,0,0,-4
"3985",12,"Holstein Kiel","sub","Machino",59,90,4,"away","FC St. Pauli","1","3",0,0,0,0,0,1,0,0,FALSE,"FORWARD","pl-k00106313","Shuto","Machino","Shuto Machino",1.4,140,3.67,3,2,-2,0,0,0,0,0,0,0,0,0
"3986",12,"Holstein Kiel","sub","Pichler",68,90,NA,"away","FC St. Pauli","1","3",0,0,1,0,0,0,0,0,FALSE,"FORWARD","pl-k00118660","Benedikt","Pichler","Benedikt Pichler",1.5,31,4.09,3,2,NA,0,0,2,0,0,0,0,0,4
"3987",12,"Holstein Kiel","sub","Puchacz",68,90,NA,"away","FC St. Pauli","1","3",0,0,0,0,0,0,0,0,FALSE,"DEFENDER","pl-k00103702","Tymoteusz","Puchacz","Tymoteusz Puchacz",1.4,16,4.17,5,2,NA,0,0,0,0,0,0,0,0,2
"3988",12,"Holstein Kiel","sub","Gigovic",77,90,NA,"away","FC St. Pauli","1","3",0,0,0,0,0,0,0,0,FALSE,"MIDFIELDER","pl-k00116735","Armin","Gigovic","Armin Gigovic",1.2,98,3.81,4,2,NA,0,0,0,0,0,0,0,0,2
"3989",12,"Holstein Kiel","sub","Rosenboom",78,90,NA,"away","FC St. Pauli","1","3",0,0,0,0,0,0,0,0,FALSE,"DEFENDER","pl-k00106697","Lasse","Rosenboom","Lasse Rosenboom",0.8,74,3.87,5,2,NA,0,0,0,0,0,0,0,0,2
"3990",12,"Holstein Kiel","bench","Dähne",NA,NA,NA,"away","FC St. Pauli","1","3",0,0,0,0,0,0,0,0,FALSE,"GOALKEEPER","pl-k00058963","Thomas","Dähne","Thomas Dähne",0.8,52,3.06,6,0,NA,0,0,0,0,0,0,0,0,0
"3991",12,"Holstein Kiel","bench","Javorcek",NA,NA,NA,"away","FC St. Pauli","1","3",0,0,0,0,0,0,0,0,FALSE,"DEFENDER","pl-k00163733","Dominik","Javorcek","Dominik Javorcek",1.2,22,4.3,5,0,NA,0,0,0,0,0,0,0,0,0
"3992",12,"Holstein Kiel","bench","Johansson",NA,NA,NA,"away","FC St. Pauli","1","3",0,0,0,0,0,0,0,0,FALSE,"DEFENDER","pl-k00153573","Carl","Johansson","Carl Johansson",1.4,6,4.42,5,0,NA,0,0,0,0,0,0,0,0,0
"3993",12,"Holstein Kiel","bench","Komenda",NA,NA,NA,"away","FC St. Pauli","1","3",0,0,0,0,0,0,0,0,FALSE,"DEFENDER","pl-k00084545","Marco","Komenda","Marco Komenda",1.2,38,4.03,5,0,NA,0,0,0,0,0,0,0,0,0
"3994",12,"RB Leipzig","start","Gulacsi",0,90,4,"home","VfL Wolfsburg","1","5",0,0,0,0,0,0,0,0,FALSE,"GOALKEEPER","pl-k00058548","Peter","Gulacsi","Peter Gulacsi",3.6,262,2.65,6,4,-2,0,0,0,0,0,0,0,0,2
"3995",12,"RB Leipzig","start","Geertruida",0,90,6,"home","VfL Wolfsburg","1","5",0,0,0,0,0,0,0,0,FALSE,"DEFENDER","pl-k00100558","Lutsharel","Geertruida","Lutsharel Geertruida",2.6,62,3.87,5,4,-10,0,0,0,0,0,0,0,0,-6
"3996",12,"RB Leipzig","start","Orban",0,90,3.5,"home","VfL Wolfsburg","1","5",1,0,0,0,0,0,0,0,FALSE,"DEFENDER","pl-k00069255","Willi","Orban","Willi Orban",3.7,151,3.18,5,4,0,5,0,0,0,0,0,0,0,9
"3997",12,"RB Leipzig","start","Lukeba",0,30,5,"home","VfL Wolfsburg","1","5",0,0,0,0,0,0,0,0,FALSE,"DEFENDER","pl-k00135025","Castello","Lukeba","Castello Lukeba",2.8,84,3.47,5,4,-6,0,0,0,0,0,0,0,0,-2
"3998",12,"RB Leipzig","start","Henrichs",0,90,5,"home","VfL Wolfsburg","1","5",0,0,0,0,0,0,0,0,FALSE,"DEFENDER","pl-k00071021","Benjamin","Henrichs","Benjamin Henrichs",3.4,44,3.73,5,4,-6,0,0,0,0,0,0,0,0,-2
"3999",12,"RB Leipzig","start","A. Haidara",0,46,5,"home","VfL Wolfsburg","1","5",0,0,0,0,0,0,0,0,FALSE,"MIDFIELDER","pl-k00099794","Amadou","Haidara","Amadou Haidara",2.8,72,3.76,4,4,-6,0,0,0,0,0,0,0,0,-2
"4000",12,"RB Leipzig","start","Kampl",0,77,4.5,"home","VfL Wolfsburg","1","5",0,0,0,0,0,0,0,0,FALSE,"MIDFIELDER","pl-k00057894","Kevin","Kampl","Kevin Kampl",1.8,94,3.48,4,4,-4,0,0,0,0,0,0,0,0,0
"4001",12,"RB Leipzig","start","Baumgartner",0,77,5,"home","VfL Wolfsburg","1","5",0,0,0,0,0,1,0,0,FALSE,"MIDFIELDER","pl-k00102800","Christoph","Baumgartner","Christoph Baumgartner",3,78,3.88,4,4,-6,0,0,0,0,0,0,0,0,-2
"4002",12,"RB Leipzig","start","Nusa",0,90,4,"home","VfL Wolfsburg","1","5",0,0,0,0,0,0,0,0,FALSE,"FORWARD","pl-k00139305","Antonio","Nusa","Antonio Nusa",2,106,3.45,3,4,-2,0,0,0,0,0,0,0,0,2
"4003",12,"RB Leipzig","start","Openda",0,90,5,"home","VfL Wolfsburg","1","5",0,0,1,0,0,0,0,0,FALSE,"FORWARD","pl-k00110717","Lois","Openda","Lois Openda",8,173,3.53,3,4,-6,0,0,2,0,0,0,0,0,0
"4004",12,"RB Leipzig","start","Sesko",0,69,5.5,"home","VfL Wolfsburg","1","5",0,0,0,0,0,0,0,0,FALSE,"FORWARD","pl-k00133398","Benjamin","Sesko","Benjamin Sesko",5,151,3.74,3,4,-8,0,0,0,0,0,0,0,0,-4
"4005",12,"RB Leipzig","sub","Seiwald",30,90,4.5,"home","VfL Wolfsburg","1","5",0,0,0,0,0,0,0,0,FALSE,"MIDFIELDER","pl-k00130252","Nicolas","Seiwald","Nicolas Seiwald",2.2,74,3.74,4,2,-4,0,0,0,0,0,0,0,0,-2
"4006",12,"RB Leipzig","sub","Vermeeren",46,90,5,"home","VfL Wolfsburg","1","5",0,0,0,0,0,1,0,0,FALSE,"MIDFIELDER","pl-k00146044","Arthur","Vermeeren","Arthur Vermeeren",2.2,64,3.85,4,2,-6,0,0,0,0,0,0,0,0,-4
"4007",12,"RB Leipzig","sub","Silva",69,90,NA,"home","VfL Wolfsburg","1","5",0,0,0,0,0,0,0,0,FALSE,"FORWARD","pl-k00085014","André","Silva","André Silva",2.8,38,3.81,3,2,NA,0,0,0,0,0,0,0,0,2
"4008",12,"RB Leipzig","sub","X. Schlager",77,90,NA,"home","VfL Wolfsburg","1","5",0,0,0,0,0,0,0,0,FALSE,"MIDFIELDER","pl-k00089434","Xaver","Schlager","Xaver Schlager",3,12,3.5,4,2,NA,0,0,0,0,0,0,0,0,2
"4009",12,"RB Leipzig","sub","Gebel",77,90,NA,"home","VfL Wolfsburg","1","5",0,0,0,0,0,0,0,0,FALSE,"MIDFIELDER","pl-k00167652","Viggo","Gebel","Viggo Gebel",0.8,2,0,4,2,NA,0,0,0,0,0,0,0,0,2
"4010",12,"RB Leipzig","bench","Vandevoordt",NA,NA,NA,"home","VfL Wolfsburg","1","5",0,0,0,0,0,0,0,0,FALSE,"GOALKEEPER","pl-k00112924","Maarten","Vandevoordt","Maarten Vandevoordt",1,24,3.3,6,0,NA,0,0,0,0,0,0,0,0,0
"4011",12,"RB Leipzig","bench","Zingerle",NA,NA,NA,"home","VfL Wolfsburg","1","5",0,0,0,0,0,0,0,0,FALSE,"GOALKEEPER","pl-k00072684","Leopold","Zingerle","Leopold Zingerle",0.5,0,0,6,0,NA,0,0,0,0,0,0,0,0,0
"4012",12,"RB Leipzig","bench","Jatta",NA,NA,NA,"home","VfL Wolfsburg","1","5",0,0,0,0,0,0,0,0,FALSE,"MIDFIELDER","pl-k00158918","Nuha","Jatta","Nuha Jatta",0.5,0,0,4,0,NA,0,0,0,0,0,0,0,0,0
"4013",12,"RB Leipzig","bench","Sakar",NA,NA,NA,"home","VfL Wolfsburg","1","5",0,0,0,0,0,0,0,0,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,3,0,NA,0,0,0,0,0,0,0,0,0
"4014",12,"VfL Wolfsburg","start","Grabara",0,90,3,"away","RB Leipzig","5","1",0,0,0,0,0,0,0,0,FALSE,"GOALKEEPER","pl-k00102956","Kamil","Grabara","Kamil Grabara",2.8,193,3,6,4,2,0,0,0,0,0,0,0,0,6
"4015",12,"VfL Wolfsburg","start","Fischer",0,69,3,"away","RB Leipzig","5","1",0,0,0,0,0,1,0,0,FALSE,"DEFENDER","pl-k00118285","Kilian","Fischer","Kilian Fischer",1.5,107,3.67,5,4,2,0,0,0,0,0,0,0,0,6
"4016",12,"VfL Wolfsburg","start","Vavro",0,90,2.5,"away","RB Leipzig","5","1",0,0,0,0,0,0,0,0,FALSE,"DEFENDER","pl-k00082732","Denis","Vavro","Denis Vavro",1.8,136,3.45,5,4,4,0,0,0,0,0,0,0,0,8
"4017",12,"VfL Wolfsburg","start","Koulierakis",0,90,2,"away","RB Leipzig","5","1",0,0,1,0,0,0,0,0,FALSE,"DEFENDER","pl-k00124455","Konstantinos","Koulierakis","Konstantinos Koulierakis",2,126,3.45,5,4,6,0,0,2,0,0,0,0,0,12
"4018",12,"VfL Wolfsburg","start","Maehle",0,90,2,"away","RB Leipzig","5","1",1,0,0,0,0,0,0,0,FALSE,"DEFENDER","pl-k00112134","Joakim","Maehle","Joakim Maehle",2.8,124,3.6,5,4,6,5,0,0,0,0,0,0,0,15
"4019",12,"VfL Wolfsburg","start","Arnold",0,90,2,"away","RB Leipzig","5","1",0,0,0,0,0,0,0,0,FALSE,"MIDFIELDER","pl-k00064040","Maximilian","Arnold","Maximilian Arnold",2.6,142,3.41,4,4,6,0,0,0,0,0,0,0,0,10
"4020",12,"VfL Wolfsburg","start","B. Dardai",0,85,3,"away","RB Leipzig","5","1",0,0,1,0,0,0,0,0,FALSE,"MIDFIELDER","pl-k00139331","Bence","Dardai","Bence Dardai",0.7,62,3.81,4,4,2,0,0,2,0,0,0,0,0,8
"4021",12,"VfL Wolfsburg","start","Wimmer",0,76,2,"away","RB Leipzig","5","1",0,0,1,0,0,0,0,0,FALSE,"MIDFIELDER","pl-k00125269","Patrick","Wimmer","Patrick Wimmer",2,125,3.46,4,4,6,0,0,2,0,0,0,0,0,12
"4022",12,"VfL Wolfsburg","start","R. Baku",0,90,2.5,"away","RB Leipzig","5","1",0,0,1,0,0,0,0,0,FALSE,"MIDFIELDER","pl-k00089892","Ridle","Baku","Ridle Baku",2,141,3.62,4,4,4,0,0,2,0,0,0,0,0,10
"4023",12,"VfL Wolfsburg","start","Tiago Tomas",0,75,1.5,"away","RB Leipzig","5","1",1,0,0,0,0,0,0,0,FALSE,"FORWARD","pl-k00116616","Tiago","Barreiros de Melo Tomas","Tiago Tomas",1.6,102,3.8,3,4,8,3,0,0,0,0,0,0,0,15
"4024",12,"VfL Wolfsburg","start","Amoura",0,84,1.5,"away","RB Leipzig","5","1",2,0,0,0,0,0,0,0,TRUE,"FORWARD","pl-k00139302","Mohammed","Amoura","Mohammed Amoura",2.2,227,3.18,3,4,8,6,0,0,0,0,0,3,0,21
"4025",12,"VfL Wolfsburg","sub","Gerhardt",69,90,NA,"away","RB Leipzig","5","1",0,0,0,0,0,0,0,0,FALSE,"MIDFIELDER","pl-k00071930","Yannick","Gerhardt","Yannick Gerhardt",2,68,3.75,4,2,NA,0,0,0,0,0,0,0,0,2
"4026",12,"VfL Wolfsburg","sub","L. Nmecha",75,90,NA,"away","RB Leipzig","5","1",0,0,0,0,0,0,0,0,FALSE,"FORWARD","pl-k00101673","Lukas","Nmecha","Lukas Nmecha",1.7,41,3.93,3,2,NA,0,0,0,0,0,0,0,0,2
"4027",12,"VfL Wolfsburg","sub","Svanberg",76,90,NA,"away","RB Leipzig","5","1",0,0,1,0,0,0,0,0,FALSE,"MIDFIELDER","pl-k00099757","Mattias","Svanberg","Mattias Svanberg",2.2,66,3.77,4,2,NA,0,0,2,0,0,0,0,0,4
"4028",12,"VfL Wolfsburg","sub","Özcan",84,90,NA,"away","RB Leipzig","5","1",0,0,0,0,0,0,0,0,FALSE,"MIDFIELDER","pl-k00075628","Salih","Özcan","Salih Özcan",1.8,46,3.78,4,2,NA,0,0,0,0,0,0,0,0,2
"4029",12,"VfL Wolfsburg","sub","K. Behrens",85,90,NA,"away","RB Leipzig","5","1",1,0,0,0,0,0,0,0,FALSE,"FORWARD","pl-k00059580","Kevin","Behrens","Kevin Behrens",1.8,35,5,3,2,NA,3,0,0,0,0,0,0,0,5
"4030",12,"VfL Wolfsburg","bench","M. Müller",NA,NA,NA,"away","RB Leipzig","5","1",0,0,0,0,0,0,0,0,FALSE,"GOALKEEPER","pl-k00071980","Marius","Müller","Marius Müller",1,47,2.5,6,0,NA,0,0,0,0,0,0,0,0,0
"4031",12,"VfL Wolfsburg","bench","Zesiger",NA,NA,NA,"away","RB Leipzig","5","1",0,0,0,0,0,0,0,0,FALSE,"DEFENDER","pl-k00093688","Cedric","Zesiger","Cedric Zesiger",1.8,86,3.52,5,0,NA,0,0,0,0,0,0,0,0,0
"4032",12,"VfL Wolfsburg","bench","Kaminski",NA,NA,NA,"away","RB Leipzig","5","1",0,0,0,0,0,0,0,0,FALSE,"MIDFIELDER","pl-k00125604","Jakub","Kaminski","Jakub Kaminski",1.6,56,3.8,4,0,NA,0,0,0,0,0,0,0,0,0
"4033",12,"VfL Wolfsburg","bench","Wind",NA,NA,NA,"away","RB Leipzig","5","1",0,0,0,0,0,0,0,0,FALSE,"FORWARD","pl-k00105999","Jonas","Wind","Jonas Wind",3.8,126,3.64,3,0,NA,0,0,0,0,0,0,0,0,0
"4034",12,"Werder Bremen","start","Zetterer",0,90,4.5,"home","VfB Stuttgart","2","2",0,0,0,0,0,0,0,0,FALSE,"GOALKEEPER","pl-k00076053","Michael","Zetterer","Michael Zetterer",3.2,186,3.28,6,4,-4,0,0,0,0,0,0,0,0,0
"4035",12,"Werder Bremen","start","Stark",0,90,3,"home","VfB Stuttgart","2","2",0,0,0,0,0,0,0,0,FALSE,"DEFENDER","pl-k00071151","Niklas","Stark","Niklas Stark",2,118,3.36,5,4,2,0,0,0,0,0,0,0,0,6
"4036",12,"Werder Bremen","start","Friedl",0,83,3.5,"home","VfB Stuttgart","2","2",0,0,0,0,0,0,0,0,FALSE,"DEFENDER","pl-k00090042","Marco","Friedl","Marco Friedl",3.5,138,3.08,5,4,0,0,0,0,0,0,0,0,0,4
"4037",12,"Werder Bremen","start","Veljkovic",0,90,4,"home","VfB Stuttgart","2","2",0,0,0,0,0,0,0,0,FALSE,"DEFENDER","pl-k00082539","Milos","Veljkovic","Milos Veljkovic",1.7,44,3.65,5,4,-2,0,0,0,0,0,0,0,0,2
"4038",12,"Werder Bremen","start","Weiser",0,90,4.5,"home","VfB Stuttgart","2","2",0,0,0,0,0,0,0,0,FALSE,"DEFENDER","pl-k00058003","Mitchell","Weiser","Mitchell Weiser",3,195,3.38,5,4,-4,0,0,0,0,0,0,0,0,0
"4039",12,"Werder Bremen","start","Lynen",0,90,4.5,"home","VfB Stuttgart","2","2",0,0,0,0,0,0,0,0,FALSE,"MIDFIELDER","pl-k00135660","Senne","Lynen","Senne Lynen",2,98,3.75,4,4,-4,0,0,0,0,0,0,0,0,0
"4040",12,"Werder Bremen","start","Köhn",0,90,4,"home","VfB Stuttgart","2","2",0,0,0,0,0,0,0,0,FALSE,"DEFENDER","pl-k00095745","Derrick","Köhn","Derrick Köhn",1.8,62,4,5,4,-2,0,0,0,0,0,0,0,0,2
"4041",12,"Werder Bremen","start","Bittencourt",0,67,4,"home","VfB Stuttgart","2","2",0,0,0,0,0,0,0,0,FALSE,"MIDFIELDER","pl-k00060535","Leonardo","Bittencourt","Leonardo Bittencourt",1.7,77,3.69,4,4,-2,0,0,0,0,0,0,0,0,2
"4042",12,"Werder Bremen","start","Schmid",0,90,4.5,"home","VfB Stuttgart","2","2",0,0,0,0,0,0,0,0,FALSE,"MIDFIELDER","pl-k00094959","Romano","Schmid","Romano Schmid",3.2,195,3.33,4,4,-4,0,0,0,0,0,0,0,0,0
"4043",12,"Werder Bremen","start","Ducksch",0,90,3,"home","VfB Stuttgart","2","2",0,0,1,0,0,1,0,0,FALSE,"FORWARD","pl-k00057247","Marvin","Ducksch","Marvin Ducksch",3.8,144,3.68,3,4,2,0,0,2,0,0,0,0,0,8
"4044",12,"Werder Bremen","start","Njinmah",0,83,2.5,"home","VfB Stuttgart","2","2",1,0,0,0,0,0,0,0,FALSE,"FORWARD","pl-k00118312","Justin","Njinmah","Justin Njinmah",2,55,4.15,3,4,4,3,0,0,0,0,0,0,0,11
"4045",12,"Werder Bremen","sub","Stage",67,90,NA,"home","VfB Stuttgart","2","2",1,0,0,0,0,0,0,0,FALSE,"MIDFIELDER","pl-k00117298","Jens","Stage","Jens Stage",2,199,3.26,4,2,NA,4,0,0,0,0,0,0,0,6
"4046",12,"Werder Bremen","sub","A. Jung",83,90,NA,"home","VfB Stuttgart","2","2",0,0,0,0,0,0,0,0,FALSE,"DEFENDER","pl-k00065090","Anthony","Jung","Anthony Jung",2,66,3.83,5,2,NA,0,0,0,0,0,0,0,0,2
"4047",12,"Werder Bremen","sub","Burke",83,90,NA,"home","VfB Stuttgart","2","2",0,0,0,0,0,0,0,0,FALSE,"FORWARD","pl-k00093478","Oliver","Burke","Oliver Burke",0.8,78,3.7,3,2,NA,0,0,0,0,0,0,0,0,2
"4048",12,"Werder Bremen","sub","Grüll",90,90,NA,"home","VfB Stuttgart","2","2",0,0,0,0,0,0,0,0,FALSE,"FORWARD","pl-k00128262","Marco","Grüll","Marco Grüll",1.8,104,3.7,3,2,NA,0,0,0,0,0,0,0,0,2
"4049",12,"Werder Bremen","bench","Backhaus",NA,NA,NA,"home","VfB Stuttgart","2","2",0,0,0,0,0,0,0,0,FALSE,"GOALKEEPER","pl-k00118051","Mio","Backhaus","Mio Backhaus",1,0,0,6,0,NA,0,0,0,0,0,0,0,0,0
"4050",12,"Werder Bremen","bench","Malatini",NA,NA,NA,"home","VfB Stuttgart","2","2",0,0,0,0,0,0,0,0,FALSE,"DEFENDER","pl-k00145004","Julian","Malatini","Julian Malatini",1.2,37,3.5,5,0,NA,0,0,0,0,0,0,0,0,0
"4051",12,"Werder Bremen","bench","Pieper",NA,NA,NA,"home","VfB Stuttgart","2","2",0,0,0,0,0,0,0,0,FALSE,"DEFENDER","pl-k00080364","Amos","Pieper","Amos Pieper",1.6,84,3.42,5,0,NA,0,0,0,0,0,0,0,0,0
"4052",12,"Werder Bremen","bench","Alvero",NA,NA,NA,"home","VfB Stuttgart","2","2",0,0,0,0,0,0,0,0,FALSE,"MIDFIELDER","pl-k00147901","Skelly","Alvero","Skelly Alvero",1.6,12,4.38,4,0,NA,0,0,0,0,0,0,0,0,0
"4053",12,"Werder Bremen","bench","Deman",NA,NA,NA,"home","VfB Stuttgart","2","2",0,0,0,0,0,0,0,0,FALSE,"MIDFIELDER","pl-k00123373","Olivier","Deman","Olivier Deman",1.6,18,0,4,0,NA,0,0,0,0,0,0,0,0,0
"4054",12,"VfB Stuttgart","start","Nübel",0,90,3,"away","Werder Bremen","2","2",0,0,0,0,0,0,0,0,FALSE,"GOALKEEPER","pl-k00072755","Alexander","Nübel","Alexander Nübel",3.4,218,3.06,6,4,2,0,0,0,0,0,0,0,0,6
"4055",12,"VfB Stuttgart","start","Stergiou",0,80,4.5,"away","Werder Bremen","2","2",0,0,0,0,0,0,0,0,FALSE,"DEFENDER","pl-k00114751","Leonidas","Stergiou","Leonidas Stergiou",1.8,37,3.77,5,4,-4,0,0,0,0,0,0,0,0,0
"4056",12,"VfB Stuttgart","start","Chase",0,90,5,"away","Werder Bremen","2","2",0,0,0,0,0,0,0,0,FALSE,"DEFENDER","pl-k00143055","Anrie","Chase","Anrie Chase",0.5,14,4.17,5,4,-6,0,0,0,0,0,0,0,0,-2
"4057",12,"VfB Stuttgart","start","Chabot",0,67,3.5,"away","Werder Bremen","2","2",0,0,0,0,0,0,0,0,FALSE,"DEFENDER","pl-k00085382","Julian","Chabot","Julian Chabot",3.2,165,3.2,5,4,0,0,0,0,0,0,0,0,0,4
"4058",12,"VfB Stuttgart","start","Mittelstädt",0,88,3.5,"away","Werder Bremen","2","2",0,0,1,0,0,0,0,0,FALSE,"DEFENDER","pl-k00079813","Maximilian","Mittelstädt","Maximilian Mittelstädt",3.5,149,3.42,5,4,0,0,0,2,0,0,0,0,0,6
"4059",12,"VfB Stuttgart","start","Karazor",0,80,4,"away","Werder Bremen","2","2",0,0,0,0,0,0,0,0,FALSE,"MIDFIELDER","pl-k00079176","Atakan","Karazor","Atakan Karazor",3,151,3.4,4,4,-2,0,0,0,0,0,0,0,0,2
"4060",12,"VfB Stuttgart","start","Stiller",0,90,3,"away","Werder Bremen","2","2",0,0,1,0,0,1,0,0,FALSE,"MIDFIELDER","pl-k00104317","Angelo","Stiller","Angelo Stiller",4.5,183,3.24,4,4,2,0,0,2,0,0,0,0,0,8
"4061",12,"VfB Stuttgart","start","Vagnoman",0,90,5,"away","Werder Bremen","2","2",0,0,0,0,0,0,0,0,FALSE,"DEFENDER","pl-k00099914","Josha","Vagnoman","Josha Vagnoman",2.2,63,3.89,5,4,-6,0,0,0,0,0,0,0,0,-2
"4062",12,"VfB Stuttgart","start","Rieder",0,67,5,"away","Werder Bremen","2","2",0,0,0,0,0,0,0,0,FALSE,"MIDFIELDER","pl-k00131930","Fabian","Rieder","Fabian Rieder",2.2,56,3.77,4,4,-6,0,0,0,0,0,0,0,0,-2
"4063",12,"VfB Stuttgart","start","Führich",0,90,3,"away","Werder Bremen","2","2",0,0,0,0,0,0,0,0,FALSE,"MIDFIELDER","pl-k00080351","Chris","Führich","Chris Führich",5,146,3.41,4,4,2,0,0,0,0,0,0,0,0,6
"4064",12,"VfB Stuttgart","start","Demirovic",0,90,1.5,"away","Werder Bremen","2","2",2,0,0,0,0,0,0,0,TRUE,"FORWARD","pl-k00087705","Ermedin","Demirovic","Ermedin Demirovic",4.8,162,3.56,3,4,8,6,0,0,0,0,0,3,0,21
"4065",12,"VfB Stuttgart","sub","Hendriks",67,90,NA,"away","Werder Bremen","2","2",0,0,0,0,0,0,0,0,FALSE,"DEFENDER","pl-k00107843","Ramon","Hendriks","Ramon Hendriks",2,72,3.5,5,2,NA,0,0,0,0,0,0,0,0,2
"4066",12,"VfB Stuttgart","sub","Woltemade",67,90,NA,"away","Werder Bremen","2","2",0,0,0,0,0,0,0,0,FALSE,"FORWARD","pl-k00106698","Nick","Woltemade","Nick Woltemade",1.8,202,2.68,3,2,NA,0,0,0,0,0,0,0,0,2
"4067",12,"VfB Stuttgart","sub","Millot",80,90,NA,"away","Werder Bremen","2","2",0,0,0,0,0,0,0,0,FALSE,"MIDFIELDER","pl-k00116714","Enzo","Millot","Enzo Millot",3.5,164,3.27,4,2,NA,0,0,0,0,0,0,0,0,2
"4068",12,"VfB Stuttgart","sub","Diehl",80,90,NA,"away","Werder Bremen","2","2",0,0,0,0,0,0,0,0,FALSE,"FORWARD","pl-k00121863","Justin","Diehl","Justin Diehl",1.6,9,4.25,3,2,NA,0,0,0,0,0,0,0,0,2
"4069",12,"VfB Stuttgart","sub","Rouault",88,90,NA,"away","Werder Bremen","2","2",0,0,0,0,0,0,0,0,FALSE,"DEFENDER","pl-k00119824","Anthony","Rouault","Anthony Rouault",2.2,36,3.73,5,2,NA,0,0,0,0,0,0,0,0,2
"4070",12,"VfB Stuttgart","bench","Bredlow",NA,NA,NA,"away","Werder Bremen","2","2",0,0,0,0,0,0,0,0,FALSE,"GOALKEEPER","pl-k00082119","Fabian","Bredlow","Fabian Bredlow",0.8,0,0,6,0,NA,0,0,0,0,0,0,0,0,0
"4071",12,"VfB Stuttgart","bench","P. Stenzel",NA,NA,NA,"away","Werder Bremen","2","2",0,0,0,0,0,0,0,0,FALSE,"DEFENDER","pl-k00079360","Pascal","Stenzel","Pascal Stenzel",1.7,20,4,5,0,NA,0,0,0,0,0,0,0,0,0
"4072",12,"VfB Stuttgart","bench","Keitel",NA,NA,NA,"away","Werder Bremen","2","2",0,0,0,0,0,0,0,0,FALSE,"MIDFIELDER","pl-k00088182","Yannik","Keitel","Yannik Keitel",2,28,3.25,4,0,NA,0,0,0,0,0,0,0,0,0
"4073",12,"VfB Stuttgart","bench","Malanga",NA,NA,NA,"away","Werder Bremen","2","2",0,0,0,0,0,0,0,0,FALSE,"MIDFIELDER","pl-k00151361","Jarzinho","Malanga","Jarzinho Malanga",0.5,2,0,4,0,NA,0,0,0,0,0,0,0,0,0
"4074",12,"SC Freiburg","start","Atubolu",0,90,3,"home","Bor. Mönchengladbach","3","1",0,0,0,0,0,0,0,0,FALSE,"GOALKEEPER","pl-k00105845","Noah","Atubolu","Noah Atubolu",2.6,176,3,6,4,2,0,0,0,0,0,0,0,0,6
"4075",12,"SC Freiburg","start","Kübler",0,81,3.5,"home","Bor. Mönchengladbach","3","1",0,0,0,0,0,0,0,0,FALSE,"DEFENDER","pl-k00063777","Lukas","Kübler","Lukas Kübler",1.7,129,3.57,5,4,0,0,0,0,0,0,0,0,0,4
"4076",12,"SC Freiburg","start","Ginter",0,90,2.5,"home","Bor. Mönchengladbach","3","1",0,0,0,0,0,0,0,0,FALSE,"DEFENDER","pl-k00070990","Matthias","Ginter","Matthias Ginter",3.5,189,3.03,5,4,4,0,0,0,0,0,0,0,0,8
"4077",12,"SC Freiburg","start","Lienhart",0,90,3,"home","Bor. Mönchengladbach","3","1",0,0,0,0,0,0,0,0,FALSE,"DEFENDER","pl-k00084940","Philipp","Lienhart","Philipp Lienhart",3,135,3.47,5,4,2,0,0,0,0,0,0,0,0,6
"4078",12,"SC Freiburg","start","Günter",0,90,4,"home","Bor. Mönchengladbach","3","1",0,0,0,0,0,0,0,0,FALSE,"DEFENDER","pl-k00072706","Christian","Günter","Christian Günter",2.6,135,3.48,5,4,-2,0,0,0,0,0,0,0,0,2
"4079",12,"SC Freiburg","start","M. Eggestein",0,90,3.5,"home","Bor. Mönchengladbach","3","1",0,0,0,0,0,0,0,0,FALSE,"MIDFIELDER","pl-k00079503","Maximilian","Eggestein","Maximilian Eggestein",2.5,119,3.68,4,4,0,0,0,0,0,0,0,0,0,4
"4080",12,"SC Freiburg","start","Höfler",0,90,4,"home","Bor. Mönchengladbach","3","1",0,0,0,0,0,1,0,0,FALSE,"MIDFIELDER","pl-k00047579","Nicolas","Höfler","Nicolas Höfler",2.4,46,3.75,4,4,-2,0,0,0,0,0,0,0,0,2
"4081",12,"SC Freiburg","start","Doan",0,89,2,"home","Bor. Mönchengladbach","3","1",1,0,0,0,0,0,0,0,FALSE,"MIDFIELDER","pl-k00102817","Ritsu","Doan","Ritsu Doan",4,256,3.06,4,4,6,4,0,0,0,0,0,0,0,14
"4082",12,"SC Freiburg","start","Höler",0,89,1,"home","Bor. Mönchengladbach","3","1",2,0,1,0,0,0,0,0,TRUE,"FORWARD","pl-k00079935","Lucas","Höler","Lucas Höler",2.8,136,3.52,3,4,10,6,0,2,0,0,0,3,0,25
